date,txvolume_usd,adjustedtxvolume_usd,txcount,marketcap_usd,price_usd,exchangevolume_usd,generatedcoins,fees,activeaddresses,mediantxvalue_usd,medianfee,averagedifficulty,paymentcount,blocksize,blockcount
8/13/16,42667977.45,42667977.45,41088,976451393.2,11.77,7539490,31998.90625,25.07781385,19017,7.585820201,0.00042,5.96745E+13,28748,8631433,6032
8/14/16,26141303.72,26141303.72,40577,961363157.7,11.58,8680160,31965.15625,24.19811888,19171,11.57814708,0.00042,5.98994E+13,29400,8484208,6034
8/15/16,25505524.87,25505524.87,42302,929646905.2,11.2,7500840,32332.65625,27.15515556,19570,9.598227408,0.00042,5.95139E+13,30374,8932508,6090
8/16/16,15347731.07,15347731.07,48949,932604861.2,11.23,7051510,32037.1875,31.16428493,20536,4.639887781,0.0004216,6.15673E+13,32440,9816222,6054
8/17/16,31153302.8,31153302.8,44867,924921694.3,11.13,8833760,31994.53125,28.70173901,19659,5.606194356,0.00042,6.14629E+13,30761,9207484,6009
8/18/16,22025476.96,22025476.96,47799,893139291.8,10.75,6935800,32789.0625,36.0614908,19252,5.215311807,0.000437041,6.11102E+13,31181,10144520,6100
8/19/16,16084901.46,16084901.46,42948,893697474,10.75,5390850,31841.40625,29.83235875,19623,6.830319966,0.00042,6.24591E+13,30475,8966549,6014
8/20/16,28173817.52,28173817.52,41318,893945067.6,10.75,7443540,32228.125,26.60769533,19381,7.854211117,0.00042,6.34472E+13,29019,8795565,6055
8/21/16,75489872.53,75489872.53,42543,936041318.1,11.25,4355660,32699.84375,29.01744247,19698,8.035714286,0.0004216,6.31029E+13,29951,9002869,6084
8/22/16,37021185.27,37021185.27,44250,931552654.1,11.19,6588920,32289.6875,29.90945609,19707,6.896136768,0.0004216,6.44459E+13,31222,9272873,6078
8/23/16,91910391.7,91910391.7,48430,927723983.7,11.14,6489380,32187.03125,72.11857086,21172,5.581866495,0.000469445,6.57581E+13,31749,12168935,6015
8/24/16,18000816.78,18000816.78,46821,917703451.5,11.02,4423420,32273.4375,30.00325878,19582,4.763429603,0.00042,6.54927E+13,31320,9623992,6053
8/25/16,13728754.4,13728754.4,49868,919013473.3,11.03,8552380,32135.625,32.48290393,21111,3.873429741,0.00042,6.7338E+13,33053,10135782,6094
8/26/16,38355787.8,38355787.8,47292,945868748.7,11.35,5857850,31871.40625,31.57593595,19678,4.412036205,0.00042,7.00347E+13,30707,9668886,6006
8/27/16,13068408.01,13068408.01,47938,941464134.8,11.29,15108400,32306.40625,28.57993924,19501,4.682107135,0.00042,6.90198E+13,32378,9639064,6076
8/28/16,12006959.78,12006959.78,42607,930237707,11.15,5303040,32024.21875,25.72725672,19829,10.00732497,0.00042,6.87978E+13,30179,8754814,6035
8/29/16,17607529.32,17607529.32,45510,911771427.9,10.92,8130540,31930.15625,29.40689668,20791,3.756935364,0.000429351,6.81479E+13,30189,9454683,6014
8/30/16,11298982.59,11298982.59,46979,917558880.4,10.99,7221260,31871.09375,32.24637659,19916,4.617197488,0.00042,6.82197E+13,31241,9737068,6026
8/31/16,15921783.64,15921783.64,45846,939077554.2,11.24,11073700,32138.28125,29.99766426,21450,7.801413116,0.00042,6.90587E+13,32419,9340080,6073
9/1/16,30292602.73,30292602.73,47491,975571796.4,11.67,24051500,31744.6875,31.74365594,21667,11.6401248,0.0004216,7.05959E+13,33011,9479833,5989
9/2/16,29065564.84,29065564.84,55413,1000041148,11.96,9368300,32384.0625,45.22987797,21087,2.513855855,0.000458,7.01302E+13,31356,11261873,6088
9/3/16,21571252.8,21571252.8,44792,1012602288,12.11,13358800,31495.9375,27.18074981,19983,8.643536889,0.00042,6.85101E+13,31261,9001550,5949
9/4/16,23398460.53,23398460.53,48128,982974545.6,11.75,7220550,31859.6875,49.33606776,19903,5.520404648,0.00048582,6.58714E+13,30705,10354564,6023
9/5/16,11993013.48,11993013.48,42667,977252762,11.68,5724100,32194.0625,28.62886746,19959,10.60972983,0.00042,6.76614E+13,30679,9186148,6076
9/6/16,16198268.83,16198268.83,49102,981983861.6,11.73,6346330,31681.40625,33.38026673,20369,4.300458293,0.00042,6.8158E+13,32397,10321878,5993
9/7/16,13497186.16,13497186.16,48701,978909650.9,11.69,6115050,32267.8125,34.19942435,19322,2.285657109,0.000458,6.86049E+13,29902,10353167,6118
9/8/16,23302973.08,23302973.08,55970,967380898.4,11.55,11535000,31908.59375,41.20653978,22083,2.648606373,0.000458,6.8487E+13,34529,11428668,6016
9/9/16,9450969.766,9450969.766,53918,956597284,11.41,6109200,32216.875,41.89687901,20205,2.523560866,0.000447893,6.8268E+13,32734,11257470,6074
9/10/16,9079779.157,9079779.157,42875,977573414.1,11.66,7220300,31830.625,27.40706334,19825,8.34305135,0.00042,6.97293E+13,30179,9048428,5999
9/11/16,13623204.7,13623204.7,43345,1024065871,12.21,8791180,32352.96875,28.54804571,20444,12.20534933,0.00042,7.11776E+13,31019,8897383,6093
9/12/16,14137423.81,14137423.81,45123,977072574.3,11.64,7478080,32237.03125,35.02999901,20885,7.304878949,0.00042596,7.12254E+13,31208,9609842,6063
9/13/16,15061356.01,15061356.01,42591,998017806.6,11.89,11704300,31904.84375,30.39217184,20413,11.8595616,0.00042,7.16541E+13,30098,8987933,6003
9/14/16,12066099.14,12066099.14,53859,999621270.3,11.9,5694820,32528.75,36.29935897,20041,2.790420662,0.00044846,7.25461E+13,33335,10705547,6091
9/15/16,9928972.861,9928972.861,52622,1002844845,11.94,7309090,32182.8125,36.22695515,20832,2.534491014,0.00045084,7.31162E+13,32715,10514943,6031
9/16/16,57502457.08,57502457.08,57532,1004826148,11.96,17421500,32239.0625,46.93201365,21105,2.783102234,0.00044846,7.26454E+13,34874,12250730,6065
9/17/16,13911527.28,13911527.28,46882,1055875817,12.56,7446610,32155,35.28131815,20922,6.505776236,0.00042,7.54207E+13,31462,9596799,6044
9/18/16,22120904.59,22120904.59,37893,1067330905,12.69,22433300,29573.90625,29.6452624,19346,9.975216574,0.00042,7.22241E+13,26544,8019989,5598
9/19/16,14988625.54,14988625.54,40505,1046617856,12.44,13838800,34276.875,27.61737771,20829,12.47066286,0.0004216,6.29006E+13,29807,8594458,6409
9/20/16,80402857.77,80402857.77,54067,1111937588,13.21,31929100,32492.5,32.8255676,24174,13.21,0.00042,7.47577E+13,36910,10418345,6167
9/21/16,86924835.66,86924835.66,44549,1214934638,14.43,28645000,32083.75,30.17218606,20488,14.44777497,0.00042,7.79291E+13,28993,9689096,6062
9/22/16,41879118.37,41879118.37,52657,1150453382,13.66,27382800,31605.625,63.14613194,17295,2.152550673,0.000470055,7.13234E+13,28140,10781200,5746
9/23/16,39478021.25,39478021.25,35219,1113317412,13.21,9166430,34276.875,49.03093137,17913,13.26783244,0.000780453,7.26698E+13,24262,7970487,6226
9/24/16,25973712.33,25973712.33,43418,1122738478,13.32,9824880,33324.21875,71.02947473,18317,13.3254449,0.000737952,7.4211E+13,26889,8968793,5877
9/25/16,56544615.64,56544615.64,38713,1083815646,12.85,5283440,34394.21875,67.14020109,17660,12.99490675,0.000940793,7.5468E+13,25850,8689564,6267
9/26/16,18648589.38,18648589.38,43514,1111421548,13.17,7213070,32127.65625,115.6392056,17634,13.1620685,0.000998929,7.54432E+13,29616,9025683,5843
9/27/16,23301071.16,23301071.16,46817,1085310848,12.86,6831070,35287.5,98.5407521,17158,12.86195259,0.0008739,7.15219E+13,27067,10053009,6053
9/28/16,56458566.41,56458566.41,42797,1107378524,13.11,10239000,32403.4375,68.13269113,18570,13.12341045,0.000672,8.13786E+13,27004,9533425,6106
9/29/16,41362547.87,41362547.87,40416,1122053357,13.28,5990630,32313.4375,41.27925801,17896,13.45271085,0.00063,8.3711E+13,25872,8830770,6126
9/30/16,18939702.69,18939702.69,35836,1105682862,13.08,5950840,31623.28125,40.25902679,17201,13.2172535,0.00063,8.33234E+13,24171,8631096,6008
10/1/16,15717049.85,15717049.85,53076,1116105160,13.2,6331160,34478.59375,91.3894999,19365,5.317957722,0.00078776,7.63044E+13,28944,10461761,5780
10/2/16,40756771.44,40756771.44,51105,1114631716,13.18,4079660,35749.53125,87.47521667,20006,13.17868664,0.000747544,7.60052E+13,29110,10235461,6068
10/3/16,11365377.74,11365377.74,47672,1116987194,13.2,7458320,33282.65625,65.92753264,18292,13.2,0.00068001,8.15608E+13,27805,10662699,6204
10/4/16,13477534.19,13477534.19,56662,1138112939,13.45,8348280,32054.53125,85.36779295,15588,1.345E-17,0.000867459,8.65137E+13,20550,13317747,6077
10/5/16,17508351.71,17508351.71,41719,1124050771,13.28,9881370,33081.5625,64.16574449,16326,10.06372065,0.000510956,8.08002E+13,22533,10483362,5817
10/6/16,16595117.54,16595117.54,36826,1104050576,13.03,12044800,32822.5,50.2581089,16705,6.609389468,0.000507259,8.38214E+13,21155,11538755,5953
10/7/16,15880533.8,15880533.8,43708,1088654916,12.85,8933050,36571.25,53.56977025,19028,12.85433802,0.000477678,6.99079E+13,25756,24249973,5887
10/8/16,18460428.09,18460428.09,37690,1074029501,12.67,11611200,36094.6875,56.3805619,18761,12.67034383,0.000478784,7.62111E+13,24819,33661785,6200
10/9/16,53715078.02,53715078.02,43940,1036686065,12.22,7208480,33425.625,60.02357006,19073,12.33352908,0.000525,8.49507E+13,28667,34374267,6049
10/10/16,55970644.45,55970644.45,44940,1022806852,12.06,10809200,33130.9375,54.63668968,20222,12.08635789,0.000504,8.64267E+13,29186,76872693,6041
10/11/16,46428939.07,46428939.07,41053,997763446.1,11.76,11727700,32479.53125,39.19865461,17385,11.77352329,0.000507565,8.9686E+13,25250,16712801,6050
10/12/16,56721123.11,56721123.11,30002,1000508397,11.78,9694640,33092.65625,44.18646314,11625,9.704502486,0.000526187,8.41564E+13,15391,7374951,5910
10/13/16,17503240.29,17503240.29,32244,1011921566,11.91,8665190,34826.25,112.6585011,9197,1.161304321,0.002519,8.21976E+13,11977,7985653,6114
10/14/16,56691849.57,56691849.57,42006,1018704317,11.99,4333510,32913.75,75.24662027,15841,11.97405735,0.0011679,9.19912E+13,22115,8512641,6079
10/15/16,17794462.09,17794462.09,33662,1015281709,11.94,4991840,32207.1875,69.082723,12334,12.34301172,0.00177276,9.54545E+13,15488,7451235,6027
10/16/16,30777103.74,30777103.74,34990,1018924873,11.98,3617280,32930.3125,66.99710041,14400,12.11543342,0.001302,9.51679E+13,21290,7853282,6055
10/17/16,37085258.99,37085258.99,38136,1017050859,11.96,5724440,32374.0625,71.53950337,16766,11.99577599,0.001232265,9.21574E+13,24543,8204600,5959
10/18/16,57886384.43,57886384.43,51898,1021155909,12,18864200,33324.0625,96.86327472,20527,7.154094145,0.001093765,9.29316E+13,29198,10687632,6119
10/19/16,10640163.58,10640163.58,38497,1072139578,12.59,10576200,33142.1875,92.76412162,14106,12.4499637,0.00063982,9.2358E+13,18693,9458684,5774
10/20/16,11868763.2,11868763.2,43438,1026263878,12.05,8170760,34536.5625,54.94496562,20554,12.06471825,0.000525,9.28245E+13,27006,9229993,6298
10/21/16,11162192.48,11162192.48,57780,1033161486,12.13,5676920,32126.875,41.96456691,22989,3.266318681,0.000525,1.02156E+14,41169,10513884,6097
10/22/16,8543321.874,8543321.874,37772,1038327143,12.18,7583820,31702.65625,27.6596726,18588,12.20747989,0.000525,1.03794E+14,24557,8196915,6041
10/23/16,6973462.57,6973462.57,35364,1033972916,12.13,5774660,31331.875,26.36303684,17438,12.1410841,0.000501803,1.02341E+14,23330,7740363,5993
10/24/16,10502341.27,10502341.27,52547,1026942587,12.04,5739690,32061.875,48.59063005,18483,4.181950844,0.000525,1.01691E+14,28456,10865173,6065
10/25/16,17985861.39,17985861.39,47610,1021795018,11.97,19316000,31664.53125,43.1961563,18400,8.427736168,0.000525,1.04669E+14,26614,10098592,6028
10/26/16,14289100.81,14289100.81,45158,971622139.8,11.38,10221800,31956.875,35.28918498,18398,11.37726027,0.000525,1.04784E+14,27117,9446608,6096
10/27/16,14501883.73,14501883.73,44353,984595601.2,11.53,13255400,31445,33.34429095,18312,11.53,0.000525,1.04659E+14,27165,9135251,6018
10/28/16,21256291.39,21256291.39,41522,979420578.8,11.47,13971500,31079.0625,35.89208134,18205,11.48351016,0.000525,1.01735E+14,26683,8749443,5943
10/29/16,27751984.48,27751984.48,40011,948992305.5,11.1,27070400,29625.78125,31.12248177,16900,11.11596988,0.000525,8.50363E+13,25252,8283248,5668
10/30/16,33963690.52,33963690.52,39435,891874574.7,10.43,16694900,31964.21875,30.59147767,15097,10.43224422,0.000483,7.63699E+13,25063,8618527,6059
10/31/16,16860614.34,16860614.34,45031,960244900.4,11.23,13393900,32021.25,33.41482553,19725,11.23665463,0.000525,8.16643E+13,30429,9355549,6092
11/1/16,53735964.49,53735964.49,49025,937306368.3,10.96,22901300,30498.4375,41.19268589,20014,5.835426443,0.000525,7.33508E+13,29133,9859515,5839
11/2/16,87183664.13,87183664.13,43519,921949065.8,10.77,11691700,31142.03125,29.19753574,20912,6.891468212,0.000477125,6.47191E+13,29033,8908198,5952
11/3/16,208224178.4,208224178.4,42346,924716659,10.8,15228600,31215.9375,29.70314027,19178,10.8,0.000481005,6.15147E+13,26616,8749809,5950
11/4/16,19408137.32,19408137.32,32572,926736448.9,10.82,9958040,30923.59375,21.70136374,13169,10.87799373,0.0004581,5.71595E+13,21561,7451728,5904
11/5/16,12613429.46,12613429.46,37690,950366595.4,11.09,5502670,31424.53125,24.59806368,16308,11.09,0.000490578,5.30051E+13,26484,8142425,5996
11/6/16,8054549.786,8054549.786,34391,942235755.5,10.99,5688710,31800.15625,23.28271888,14775,11.01249489,0.000468544,5.16469E+13,23415,7805519,6054
11/7/16,9309641.141,9309641.141,41941,934477297.6,10.9,5992480,33259.0625,29.02982313,17920,10.90259778,0.000477317,5.85992E+13,28778,8837323,6315
11/8/16,9612064.164,9612064.164,41569,930962867.6,10.85,6258150,32327.1875,31.46834313,16644,10.87102871,0.000483017,6.72644E+13,27926,9090158,6159
11/9/16,37536864.36,37536864.36,40517,928015061.4,10.82,14606600,31002.34375,34.98542559,17125,10.86029586,0.00046078,6.85007E+13,27012,8790409,5924
11/10/16,16581231.24,16581231.24,40164,916260917.9,10.67,4253980,31210.78125,35.37743557,15687,10.67047258,0.000499546,6.25317E+13,25925,8903249,5966
11/11/16,64727216.25,64727216.25,41070,902456038.7,10.51,6056300,31339.375,44.23578159,17429,10.51283396,0.000481226,6.0582E+13,25821,8761707,5992
11/12/16,17466530.99,17466530.99,40882,883720803.7,10.29,10052500,31950,30.71775839,16062,10.29697676,0.00050139,6.0465E+13,27310,8678896,6086
11/13/16,19494618.62,19494618.62,43673,849989969.1,9.89,8227770,32424.21875,33.92647096,17386,9.89,0.000512851,6.46511E+13,28943,9105772,6203
11/14/16,6847016.142,6847016.142,43876,867924668.6,10.1,3573250,31884.21875,38.31456257,15700,10.09319871,0.000525,6.81095E+13,26372,9561860,6067
11/15/16,12741996.82,12741996.82,45330,857159596.7,9.97,6557550,31437.03125,37.0273981,16874,9.933465483,0.000502027,6.96096E+13,27657,9473710,6006
11/16/16,14038210.79,14038210.79,41684,879112987.3,10.22,9533550,31581.40625,34.92424018,15617,10.22397581,0.000505082,6.7943E+13,25915,8955289,6045
11/17/16,43353911.56,43353911.56,40738,865839053,10.06,6984700,30808.59375,30.42880001,15676,10.06,0.000497715,6.65304E+13,25634,8660676,5868
11/18/16,13836242.7,13836242.7,43785,859695174.2,9.99,10816100,33100.78125,34.70116949,16188,9.99149224,0.000496788,6.64381E+13,27501,9518773,6289
11/19/16,11719678.97,11719678.97,39289,816677329.4,9.48,5186540,32331.09375,27.90021683,15537,9.487918341,0.000507418,7.1949E+13,25413,8457617,6150
11/20/16,8627110.344,8627110.344,42125,832197164,9.66,5173420,32456.40625,32.59646883,16203,9.661735956,0.000486879,7.83353E+13,26581,9100955,6179
11/21/16,8239807.336,8239807.336,42735,825742613.9,9.58,3663210,31815.3125,35.25151168,15917,9.581259607,0.000525,8.44496E+13,25996,9337189,6073
11/22/16,43203320.42,43203320.42,53585,829922853.1,9.63,11284400,31177.5,38.09484581,29346,1.967056828,0.000452689,8.10777E+13,38484,10114481,5922
11/23/16,25403038.76,25403038.76,64289,855923287.2,9.92,4812310,32621.875,82.22907797,38705,0.590660349,0.000488939,7.55892E+13,50890,11381982,5837
11/24/16,10571229.21,10571229.21,36861,850043732.8,9.85,15987800,32401.40625,58.89329241,15830,9.852166079,0.00059657,6.81112E+13,24470,8418960,5914
11/25/16,15196123,15196123,58075,796876909.5,9.23,7669720,33431.71875,59.80974804,29250,0.032413881,0.00042,6.59866E+13,41345,10798914,6111
11/26/16,7814814.729,7814814.729,40804,813244045.6,9.42,3505990,32496.5625,72.59888123,14432,7.478705327,0.000525,6.90172E+13,23200,8912450,5938
11/27/16,8255542.469,8255542.469,44449,804088068.2,9.31,8707660,33706.71875,114.9160502,15707,3.325962122,0.000546,6.55242E+13,24355,10123799,5945
11/28/16,8779813.058,8779813.058,48388,778181530,9,6046890,33939.84375,122.2192756,16448,3.712169884,0.000573828,6.76495E+13,26113,10458762,6042
11/29/16,15075193.59,15075193.59,47036,755087489.9,8.73,17000400,32977.96875,101.5894448,15073,4.327890496,0.000546,6.90103E+13,24670,10133825,5988
11/30/16,12406868.67,12406868.67,39178,705488307.8,8.16,10626600,31840,35.31984015,16227,5.216410152,0.00046608,6.92843E+13,24580,13386865,6061
12/1/16,10385233.2,10385233.2,37121,744235188.3,8.6,5882340,31748.28125,27.22313652,14721,8.609056471,0.0004605,7.031E+13,22970,8524661,6057
12/2/16,32253299.09,32253299.09,41642,732168576.3,8.46,18579800,31796.40625,28.08175722,16562,8.462167114,0.000495748,7.12655E+13,26187,8878910,6075
12/3/16,42689211.26,42689211.26,41357,672819345.5,7.77,12112100,32116.40625,25.9100852,16479,7.776250385,0.000458,7.42529E+13,27010,8651268,6160
12/4/16,15324892.46,15324892.46,39643,684545315.7,7.9,8450790,31172.5,26.25906785,16950,6.809609251,0.0004589,7.56722E+13,23806,8395771,5983
12/5/16,31464505,31464505,41613,642156444.3,7.41,17344500,31231.5625,31.26022778,15888,7.411728878,0.000463848,7.36008E+13,26114,8954622,6004
12/6/16,51446427.9,51446427.9,48200,589287355.4,6.8,50671200,31978.75,34.72419036,18102,6.797738285,0.0004589,7.12073E+13,29419,9833498,6089
12/7/16,23919664.68,23919664.68,41757,684210236.1,7.89,22229600,31710.625,34.98683089,14961,7.886423463,0.000505478,7.3643E+13,24840,9247128,6073
12/8/16,25689189.27,25689189.27,39587,726888522.1,8.38,16042700,32094.0625,792.4889805,15099,8.383662704,0.0004589,7.63694E+13,25644,8670927,6125
12/9/16,24097496.74,24097496.74,41444,708552964.1,8.17,12916300,31660.625,31.42794483,16048,8.178058607,0.0004589,7.92804E+13,27571,9087681,6050
12/10/16,13402336.83,13402336.83,40564,732146186.3,8.44,8108370,31676.40625,29.02731646,14656,8.444070048,0.00044846,8.09853E+13,26851,8673276,6075
12/11/16,16394748.12,16394748.12,39164,706245018.6,8.13,5545500,31778.90625,36.80282475,15178,8.133065511,0.000456617,8.29379E+13,25636,10250128,6098
12/12/16,11024420.45,11024420.45,38741,711583983.9,8.19,9119700,31342.5,31.2366663,15806,8.195438005,0.000471368,8.0878E+13,26433,8860594,5999
12/13/16,10830255.73,10830255.73,44664,740585160.1,8.52,4486190,31810,30.96445138,14432,4.532485809,0.0004589,8.22243E+13,26768,9338690,6070
12/14/16,10115934.68,10115934.68,47294,734097825.8,8.45,7337220,31850.46875,34.88665338,16375,3.402445226,0.0004589,8.1678E+13,27253,11158807,6080
12/15/16,19497295.19,19497295.19,46102,716385756.8,8.24,13184400,31367.8125,34.42786761,17354,4.541110853,0.000458,8.25336E+13,27056,9491554,6001
12/16/16,13328182.27,13328182.27,43953,683575806,7.86,5178610,31756.40625,30.59438815,16138,4.574185106,0.0004589,8.4138E+13,27819,9149015,6075
12/17/16,27058423.44,27058423.44,39442,683686866.8,7.86,8502620,31962.34375,32.80170079,14797,7.858765508,0.00044846,8.45341E+13,25125,8671716,6116
12/18/16,18372151.77,18372151.77,36640,683826546.7,7.86,5890020,31889.375,27.72324656,13464,7.867064322,0.0004216,8.77599E+13,23212,8201083,6096
12/19/16,12989736.17,12989736.17,45599,685694338.7,7.87,5894760,31473.59375,36.45135777,16636,4.009691038,0.000479111,8.89018E+13,28763,9749227,6032
12/20/16,12081651.79,12081651.79,44241,664696475.5,7.63,6313550,31668.90625,43.90159747,16565,5.23591862,0.000471683,9.05084E+13,27864,9324331,6069
12/21/16,20158263.67,20158263.67,50793,667920015.9,7.66,9393550,31592.96875,54.7473654,15833,3.415817973,0.000525,9.01112E+13,28619,10739911,6070
12/22/16,30446490.57,30446490.57,55173,688255388.9,7.9,16376700,31074.0625,38.8444056,22941,1.708799653,0.0004589,8.85516E+13,34375,10493957,5956
12/23/16,61252501.97,61252501.97,44391,660693189.9,7.58,19613100,31117.34375,29.67366919,17168,7.400959813,0.000458,8.21658E+13,28425,9061791,5954
12/24/16,17762421.75,17762421.75,37757,623409086.2,7.15,7626020,31326.875,25.81752535,15111,7.150997961,0.000458,7.69281E+13,25628,8173484,6006
12/25/16,8936735.844,8936735.844,36601,633166674.2,7.26,8671840,32008.4375,24.21790154,13704,7.262906251,0.000458,7.87497E+13,24227,8066811,6127
12/26/16,7331349.836,7331349.836,34565,622831194.5,7.13,5836810,31644.6875,23.12041301,13756,7.136572719,0.000441943,8.25284E+13,23088,7850099,6066
12/27/16,13452262.85,13452262.85,42370,635876728.5,7.28,8778610,31222.8125,36.39813458,14342,5.024398006,0.0004589,8.09472E+13,25333,9345758,5998
12/28/16,24089297.74,24089297.74,43386,624685501.4,7.15,17453300,31575.15625,31.57530443,15070,4.732282189,0.0004589,7.94824E+13,26631,9268709,6056
12/29/16,39902376.96,39902376.96,46546,659320281,7.54,27543800,31818.75,40.70029321,15051,7.5318191,0.000468735,7.84981E+13,28243,10208087,6082
12/30/16,29853422,29853422,44561,724799596.8,8.29,13909900,31681.5625,44.81091077,15525,4.535966627,0.000458,7.89964E+13,26941,9839110,6063
12/31/16,53726116.48,53726116.48,41220,712734986.2,8.15,9066800,31228.125,28.59880081,15515,8.151612855,0.000458,8.1073E+13,27457,9254746,5993
1/1/17,18688636.45,18688636.45,38730,698420156.7,7.98,14731700,31748.28125,25.26222485,13791,7.985275752,0.000456827,7.98953E+13,25000,8495493,6111
1/2/17,25339810.92,25339810.92,39652,714954607.8,8.17,14579600,31527.03125,28.11834106,15040,8.171401758,0.0004589,8.05906E+13,25421,8834217,6058
1/3/17,46741888.87,46741888.87,45883,732492898.3,8.37,33625200,31527.03125,40.2453431,14620,5.483609099,0.000525,8.05448E+13,26387,9821769,6035
1/4/17,85469545.64,85469545.64,50673,850609717.4,9.71,41051200,32099.53125,39.50458344,17699,9.716317682,0.0004589,8.73182E+13,31476,10544908,6141
1/5/17,101340691.2,101340691.2,49596,989662556.2,11.29,41557400,31817.03125,34.8575779,18569,11.29232649,0.000465757,9.00958E+13,30849,10206028,6091
1/6/17,83384880.19,83384880.19,43804,902353619.4,10.29,29471800,31359.53125,31.3190764,16840,10.30105482,0.0004442,9.18367E+13,28561,9569459,6009
1/7/17,50467964.76,50467964.76,43622,897628360.2,10.24,23153600,31895,30.18449407,16370,10.247774,0.000460246,9.34453E+13,27709,9590295,6108
1/8/17,27209958.38,27209958.38,42727,865736900.9,9.87,16676600,31684.375,33.02422783,15462,9.869749598,0.000500841,9.45335E+13,26686,9459007,6074
1/9/17,52025807.23,52025807.23,46188,904290383.5,10.31,25718300,31750.3125,35.91916969,17026,10.31282968,0.000484095,9.73819E+13,29254,9703372,6082
1/10/17,50526970.37,50526970.37,48179,910231598.8,10.37,10879700,31349.375,38.70940401,16046,6.225235876,0.0005084,9.87218E+13,27875,10165883,6030
1/11/17,51545553.42,51545553.42,45221,925307599.8,10.54,26823500,31522.96875,34.63413431,16125,10.54300385,0.0004589,9.90959E+13,28790,9623613,6047
1/12/17,48164129.53,48164129.53,50589,853938102,9.72,30453800,31556.71875,37.08306066,17454,4.86,0.000474473,9.99761E+13,29909,10275295,6056
1/13/17,28311015.73,28311015.73,50833,863753227.8,9.83,25066600,31730.3125,35.78273198,16636,3.272220445,0.000462672,1.01356E+14,29110,10556817,6106
1/14/17,11548813.26,11548813.26,42044,860293044.2,9.79,20085800,31478.125,28.73932336,15773,9.22902743,0.00044846,1.02517E+14,26527,9096446,6067
1/15/17,6619663.628,6619663.628,41748,864790751.9,9.83,14837900,31702.03125,29.98149428,15987,4.869643863,0.000458,1.03641E+14,26492,9113963,6085
1/16/17,9263945.398,9263945.398,45375,868811239.5,9.88,14937400,31540.3125,32.52371341,16691,9.880116423,0.000456811,1.04134E+14,28805,9530705,6052
1/17/17,19817172.04,19817172.04,46671,848505242.4,9.64,18391900,31296.09375,39.42237022,17451,6.11042727,0.000466756,1.03817E+14,28435,9858247,6002
1/18/17,11161084.69,11161084.69,44994,906526588.3,10.3,10788200,31605.46875,33.98421364,16317,10.29261317,0.000458,1.02053E+14,28100,9600646,6065
1/19/17,12816964.44,12816964.44,43628,901525512.9,10.24,8347550,32123.59375,31.29528202,16187,10.24361881,0.000457324,1.07184E+14,27657,9558724,6158
1/20/17,32013233.91,32013233.91,45775,915353365.9,10.39,10992800,31121.09375,33.64778008,17871,10.3634016,0.0004589,1.06857E+14,28683,9591662,5963
1/21/17,12019572.91,12019572.91,43302,934066772.9,10.6,11937600,31523.75,30.66392686,16130,10.59510174,0.000458,1.08358E+14,27537,9092851,6046
1/22/17,14227225.09,14227225.09,47432,962086477.5,10.91,8678620,31577.8125,35.76865561,16271,5.347636358,0.0004589,1.08811E+14,28348,9803023,6065
1/23/17,11800180.36,11800180.36,46076,944574389,10.71,7267210,31498.4375,35.01886118,16469,7.106552383,0.0004589,1.11109E+14,28342,9751357,6048
1/24/17,10659063.54,10659063.54,50414,946828453.5,10.73,8327330,31420.46875,41.16426041,17422,3.603210276,0.000476775,1.09885E+14,28915,10588523,6037
1/25/17,13591378.15,13591378.15,46256,937279481.6,10.62,6751450,31423.59375,37.75670634,16237,5.263434861,0.00046317,1.10021E+14,26979,9879074,6010
1/26/17,13844536.38,13844536.38,46856,933079404.1,10.57,8465020,31784.6875,36.45994764,16442,5.2805606,0.000506814,1.11654E+14,26623,10173426,6081
1/27/17,13278430.02,13278430.02,46680,934131386.7,10.58,7189170,31114.84375,35.3494287,16088,5.713107258,0.000476976,1.12707E+14,27190,9921877,5985
1/28/17,7792685.072,7792383.177,45189,931610927.3,10.54,6580700,31527.96875,33.34500901,16107,5.219675935,0.0004589,1.11597E+14,26891,9868380,6063
1/29/17,10780546.21,10762175.84,42509,933621547.5,10.56,4689950,31120,30.61854593,15481,9.240758252,0.000487649,1.10677E+14,26012,9074354,5960
1/30/17,9350169.675,9255052.181,45369,927519807.7,10.49,8042180,31928.4375,32.79253846,16758,5.565550693,0.0004589,1.10965E+14,27406,9621581,6094
1/31/17,18570051.61,18332911,43649,933717514.7,10.56,11648700,31413.90625,32.00903823,15711,10.55413455,0.000494294,1.12737E+14,26417,9260173,6018
2/1/17,17931836.25,17836871.75,44541,950376612.4,10.74,12852200,31332.1875,38.11554111,16305,6.372977454,0.000479533,1.11557E+14,26547,9658624,6009
2/2/17,18215238.46,18028799.15,43709,950650639.4,10.74,10172500,31414.84375,35.45939736,16350,10.7354892,0.0004589,1.1389E+14,26918,9542906,6047
2/3/17,23964732.06,23684778.96,42778,957448584.9,10.81,12897800,31273.28125,34.05935512,15994,10.7986495,0.0004589,1.12321E+14,26135,9393966,5990
2/4/17,24252162.7,23980531.83,45410,986047785.6,11.13,14139500,31760.78125,32.97166173,16890,11.13,0.0004589,1.12665E+14,28509,9484245,6078
