date,txvolume_usd,adjustedtxvolume_usd,txcount,marketcap_usd,price_usd,exchangevolume_usd,realizedcap_usd,generatedcoins,fees,activeaddresses,averagedifficulty,paymentcount,mediantxvalue_usd,medianfee,blocksize,blockcount
1/3/09,,,,,,,0,,,,,,,,,
1/4/09,,,,,,,0,,,,,,,,,
1/5/09,,,,,,,0,,,,,,,,,
1/6/09,,,,,,,0,,,,,,,,,
1/7/09,,,,,,,0,,,,,,,,,
1/8/09,,,,,,,0,,,,,,,,,
1/9/09,,,0,,,,0,700,0,14,1,0,,,3010,14
1/10/09,,,0,,,,0,3050,0,61,1,0,,,13129,61
1/11/09,,,0,,,,0,4650,0,93,1,0,,,20033,93
1/12/09,,,7,,,,0,4700,0,102,1,5,,0,22031,94
1/13/09,,,0,,,,0,6150,0,123,1,0,,,26527,123
1/14/09,,,1,,,,0,6450,0,133,1,0,,0,28276,129
1/15/09,,,8,,,,0,6300,0,140,1,6,,0,30061,126
1/16/09,,,2,,,,0,5400,0,114,1,0,,0,23854,108
1/17/09,,,0,,,,0,5450,0,109,1,0,,,23528,109
1/18/09,,,1,,,,0,5350,0,111,1,0,,0,23534,107
1/19/09,,,2,,,,0,5750,0,133,1,0,,0,26783,115
1/20/09,,,1,,,,0,5700,0,123,1,0,,0,25619,114
1/21/09,,,1,,,,0,5100,0,105,1,0,,0,22337,102
1/22/09,,,1,,,,0,4550,0,102,1,0,,0,20816,91
1/23/09,,,2,,,,0,4200,0,95,1,0,,0,19256,84
1/24/09,,,1,,,,0,10050,0,212,1,0,,0,44634,201
1/25/09,,,1,,,,0,9550,0,193,1,0,,0,41447,191
1/26/09,,,1,,,,0,4800,0,117,1,0,,0,23035,96
1/27/09,,,1,,,,0,4850,0,101,1,0,,0,21370,97
1/28/09,,,0,,,,0,5600,0,112,1,0,,,24153,112
1/29/09,,,1,,,,0,6050,0,134,1,0,,0,27498,121
1/30/09,,,0,,,,0,5850,0,117,1,0,,,25257,117
1/31/09,,,1,,,,0,6900,0,159,1,0,,0,32080,138
2/1/09,,,1,,,,0,5650,0,116,1,0,,0,24657,113
2/2/09,,,1,,,,0,6400,0,130,1,0,,0,27788,128
2/3/09,,,16,,,,0,6950,2.01,154,1,14,,0,34541,139
2/4/09,,,0,,,,0,5950,0,119,1,0,,,25673,119
2/5/09,,,0,,,,0,6300,0,126,1,0,,,27181,126
2/6/09,,,0,,,,0,6100,0,122,1,0,,,26332,122
2/7/09,,,4,,,,0,6450,0,156,1,1,,0,31000,129
2/8/09,,,1,,,,0,6600,0,134,1,0,,0,28720,132
2/9/09,,,1,,,,0,6700,0,179,1,0,,0,33983,134
2/10/09,,,0,,,,0,6000,0,120,1,0,,,25880,120
2/11/09,,,2,,,,0,6650,0,147,1,0,,0,30474,133
2/12/09,,,0,,,,0,5950,0,119,1,0,,,25689,119
2/13/09,,,0,,,,0,6200,0,124,1,0,,,26772,124
2/14/09,,,0,,,,0,6800,0,136,1,0,,,29347,136
2/15/09,,,3,,,,0,6400,0,142,1,0,,0,29361,128
2/16/09,,,1,,,,0,6100,0,153,1,0,,0,29789,122
2/17/09,,,0,,,,0,5850,0,117,1,0,,,25260,117
2/18/09,,,0,,,,0,5900,0,118,1,0,,,25481,118
2/19/09,,,1,,,,0,6200,0,141,1,0,,0,28650,124
2/20/09,,,0,,,,0,6100,0,122,1,0,,,26334,122
2/21/09,,,0,,,,0,5700,0,114,1,0,,,24620,114
2/22/09,,,4,,,,0,6050,0,133,1,0,,0,27654,121
2/23/09,,,0,,,,0,5400,0,108,1,0,,,23327,108
2/24/09,,,0,,,,0,5300,0,106,1,0,,,22889,106
2/25/09,,,0,,,,0,5250,0,105,1,0,,,22666,105
2/26/09,,,0,,,,0,5350,0,107,1,0,,,23108,107
2/27/09,,,1,,,,0,5750,0,152,1,0,,0,28957,115
2/28/09,,,1,,,,0,4950,0,107,1,0,,0,22228,99
3/1/09,,,0,,,,0,5250,0,105,1,0,,,22675,105
3/2/09,,,0,,,,0,5400,0,108,1,0,,,23324,108
3/3/09,,,2,,,,0,5250,0,114,1,0,,0,23670,105
3/4/09,,,2,,,,0,5200,0,130,1,1,,0,25450,104
3/5/09,,,1,,,,0,5600,0,121,1,0,,0,25134,112
3/6/09,,,0,,,,0,5850,0,117,1,0,,,25263,117
3/7/09,,,0,,,,0,5450,0,109,1,0,,,23541,109
3/8/09,,,3,,,,0,5750,0,142,1,0,,0,28013,115
3/9/09,,,0,,,,0,5400,0,108,1,0,,,23297,108
3/10/09,,,0,,,,0,5350,0,107,1,0,,,23109,107
3/11/09,,,0,,,,0,5700,0,114,1,0,,,24611,114
3/12/09,,,1,,,,0,5900,0,122,1,0,,0,25905,118
3/13/09,,,1,,,,0,5650,0,127,1,0,,0,25921,113
3/14/09,,,0,,,,0,5500,0,110,1,0,,,23737,110
3/15/09,,,0,,,,0,6150,0,123,1,0,,,26564,123
3/16/09,,,1,,,,0,6050,0,170,1,0,,0,31643,121
3/17/09,,,0,,,,0,5700,0,114,1,0,,,24620,114
3/18/09,,,2,,,,0,5700,0,129,1,0,,0,26301,114
3/19/09,,,0,,,,0,6100,0,122,1,0,,,26326,122
3/20/09,,,1,,,,0,5900,0,131,1,0,,0,26887,118
3/21/09,,,0,,,,0,2500,0,50,1,0,,,10794,50
3/22/09,,,2,,,,0,5950,0,131,1,0,,0,27028,119
3/23/09,,,0,,,,0,6500,0,130,1,0,,,28070,130
3/24/09,,,0,,,,0,5250,0,105,1,0,,,22678,105
3/25/09,,,0,,,,0,5850,0,117,1,0,,,25247,117
3/26/09,,,1,,,,0,5850,0,146,1,0,,0,28502,117
3/27/09,,,0,,,,0,5300,0,106,1,0,,,22891,106
3/28/09,,,3,,,,0,5950,0,140,1,0,,0,28112,119
3/29/09,,,0,,,,0,5800,0,116,1,0,,,25052,116
3/30/09,,,0,,,,0,6000,0,120,1,0,,,25902,120
3/31/09,,,1,,,,0,5500,0,143,1,0,,0,27447,110
4/1/09,,,0,,,,0,5700,0,114,1,0,,,24608,114
4/2/09,,,0,,,,0,5750,0,115,1,0,,,24827,115
4/3/09,,,0,,,,0,5800,0,116,1,0,,,25050,116
4/4/09,,,0,,,,0,5650,0,113,1,0,,,24379,113
4/5/09,,,2,,,,0,6500,0,148,1,0,,0,30102,130
4/6/09,,,0,,,,0,5450,0,109,1,0,,,23542,109
4/7/09,,,0,,,,0,5000,0,100,1,0,,,21599,100
4/8/09,,,0,,,,0,5250,0,105,1,0,,,22680,105
4/9/09,,,0,,,,0,4950,0,99,1,0,,,21358,99
4/10/09,,,0,,,,0,5400,0,108,1,0,,,23322,108
4/11/09,,,1,,,,0,6000,0,128,1,0,,0,26800,120
4/12/09,,,2,,,,0,5900,0,127,1,0,,0,26516,118
4/13/09,,,1,,,,0,5750,0,117,1,1,,0,25066,115
4/14/09,,,0,,,,0,6200,0,124,1,0,,,26778,124
4/15/09,,,0,,,,0,5650,0,113,1,0,,,24379,113
4/16/09,,,0,,,,0,6150,0,123,1,0,,,26555,123
4/17/09,,,0,,,,0,5600,0,112,1,0,,,24176,112
4/18/09,,,4,,,,0,6300,0,131,1,1,,0,27977,126
4/19/09,,,1,,,,0,5950,0,128,1,0,,0,26656,119
4/20/09,,,2,,,,0,5950,0,236,1,0,,0,38917,119
4/21/09,,,1,,,,0,6150,0,125,1,1,,0,26782,123
4/22/09,,,0,,,,0,6050,0,121,1,0,,,26132,121
4/23/09,,,0,,,,0,3750,0,75,1,0,,,16176,75
4/24/09,,,0,,,,0,5750,0,115,1,0,,,24829,115
4/25/09,,,0,,,,0,5900,0,118,1,0,,,25472,118
4/26/09,,,2,,,,0,5600,0,128,1,0,,0,25990,112
4/27/09,,,0,,,,0,5200,0,104,1,0,,,22453,104
4/28/09,,,0,,,,0,5850,0,117,1,0,,,25229,117
4/29/09,,,1,,,,0,6400,0,149,1,0,,0,29964,128
4/30/09,,,0,,,,0,6550,0,131,1,0,,,28290,131
5/1/09,,,0,,,,0,6050,0,121,1,0,,,26121,121
5/2/09,,,2,,,,0,6300,0.03,142,1,2,,0.015,29153,126
5/3/09,,,3,,,,0,5300,0,110,1,2,,0,23715,106
5/4/09,,,1,,,,0,6400,0,159,1,0,,0,31095,128
5/5/09,,,1,,,,0,6750,0,146,1,0,,0,30330,135
5/6/09,,,0,,,,0,6750,0,135,1,0,,,29157,135
5/7/09,,,0,,,,0,6100,0,122,1,0,,,26352,122
5/8/09,,,0,,,,0,5350,0,107,1,0,,,23106,107
5/9/09,,,0,,,,0,3900,0,78,1,0,,,16808,78
5/10/09,,,0,,,,0,4250,0,85,1,0,,,18339,85
5/11/09,,,1,,,,0,6000,0.1,123,1,1,,0.1,26263,120
5/12/09,,,0,,,,0,6500,0,130,1,0,,,28070,130
5/13/09,,,5,,,,0,5550,0,117,1,2,,0,25061,111
5/14/09,,,3,,,,0,6950,0,145,1,1,,0,30731,139
5/15/09,,,1,,,,0,6800,0,146,1,0,,0,30546,136
5/16/09,,,0,,,,0,5950,0,119,1,0,,,25698,119
5/17/09,,,0,,,,0,6350,0,127,1,0,,,27427,127
5/18/09,,,0,,,,0,5900,0,118,1,0,,,25479,118
5/19/09,,,0,,,,0,4300,0,86,1,0,,,18566,86
5/20/09,,,0,,,,0,6000,0,120,1,0,,,25888,120
5/21/09,,,0,,,,0,4100,0,82,1,0,,,17709,82
5/22/09,,,0,,,,0,3050,0,61,1,0,,,13174,61
5/23/09,,,0,,,,0,1600,0,32,1,0,,,6910,32
5/24/09,,,0,,,,0,5000,0,100,1,0,,,21590,100
5/25/09,,,0,,,,0,5450,0,109,1,0,,,23539,109
5/26/09,,,0,,,,0,6250,0,125,1,0,,,26988,125
5/27/09,,,0,,,,0,5950,0,119,1,0,,,25672,119
5/28/09,,,0,,,,0,4750,0,95,1,0,,,20509,95
5/29/09,,,1,,,,0,5300,0,167,1,0,,0,29769,106
5/30/09,,,0,,,,0,5450,0,109,1,0,,,23513,109
5/31/09,,,0,,,,0,4800,0,96,1,0,,,20736,96
6/1/09,,,1,,,,0,3550,0,73,1,1,,0,15608,71
6/2/09,,,0,,,,0,5550,0,111,1,0,,,23966,111
6/3/09,,,0,,,,0,3550,0,71,1,0,,,15336,71
6/4/09,,,0,,,,0,3300,0,66,1,0,,,14252,66
6/5/09,,,0,,,,0,1500,0,30,1,0,,,6477,30
6/6/09,,,0,,,,0,1400,0,28,1,0,,,6028,28
6/7/09,,,0,,,,0,800,0,16,1,0,,,3455,16
6/8/09,,,0,,,,0,4100,0,82,1,0,,,17693,82
6/9/09,,,0,,,,0,4550,0,91,1,0,,,19638,91
6/10/09,,,0,,,,0,4100,0,82,1,0,,,17706,82
6/11/09,,,0,,,,0,4450,0,89,1,0,,,19221,89
6/12/09,,,0,,,,0,4300,0,86,1,0,,,18564,86
6/13/09,,,0,,,,0,3900,0,78,1,0,,,16805,78
6/14/09,,,0,,,,0,3600,0,72,1,0,,,15530,72
6/15/09,,,0,,,,0,4200,0,84,1,0,,,18140,84
6/16/09,,,0,,,,0,3550,0,71,1,0,,,15317,71
6/17/09,,,0,,,,0,3950,0,79,1,0,,,17036,79
6/18/09,,,0,,,,0,4000,0,80,1,0,,,17265,80
6/19/09,,,0,,,,0,4350,0,87,1,0,,,18764,87
6/20/09,,,0,,,,0,3900,0,78,1,0,,,16830,78
6/21/09,,,0,,,,0,4050,0,81,1,0,,,17477,81
6/22/09,,,1,,,,0,3800,0,137,1,0,,0,23285,76
6/23/09,,,0,,,,0,3800,0,76,1,0,,,16383,76
6/24/09,,,2,,,,0,4750,0,100,1,1,,0,21050,95
6/25/09,,,1,,,,0,3400,0,89,1,0,,0,16983,68
6/26/09,,,0,,,,0,4500,0,90,1,0,,,19404,90
6/27/09,,,0,,,,0,4200,0,84,1,0,,,18130,84
6/28/09,,,1,,,,0,2300,0,48,1,1,,0,10154,46
6/29/09,,,1,,,,0,4150,0,85,1,1,,0,18154,83
6/30/09,,,1,,,,0,4250,0,89,1,0,,0,18789,85
7/1/09,,,1,,,,0,3700,0,77,1,0,,0,16238,74
7/2/09,,,1,,,,0,4150,0,85,1,1,,0,18145,83
7/3/09,,,0,,,,0,4100,0,82,1,0,,,17710,82
7/4/09,,,0,,,,0,4450,0,89,1,0,,,19213,89
7/5/09,,,0,,,,0,3950,0,79,1,0,,,17063,79
7/6/09,,,0,,,,0,4200,0,84,1,0,,,18142,84
7/7/09,,,0,,,,0,3450,0,69,1,0,,,14900,69
7/8/09,,,0,,,,0,3700,0,74,1,0,,,15983,74
7/9/09,,,0,,,,0,4300,0,86,1,0,,,18552,86
7/10/09,,,0,,,,0,4050,0,81,1,0,,,17485,81
7/11/09,,,0,,,,0,4150,0,83,1,0,,,17927,83
7/12/09,,,0,,,,0,3850,0,77,1,0,,,16616,77
7/13/09,,,0,,,,0,3900,0,78,1,0,,,16841,78
7/14/09,,,0,,,,0,3450,0,69,1,0,,,14901,69
7/15/09,,,0,,,,0,2250,0,45,1,0,,,9719,45
7/16/09,,,0,,,,0,3550,0,71,1,0,,,15326,71
7/17/09,,,0,,,,0,2350,0,47,1,0,,,10143,47
7/18/09,,,0,,,,0,200,0,4,1,0,,,860,4
7/19/09,,,0,,,,0,3500,0,70,1,0,,,15106,70
7/20/09,,,1,,,,0,3500,0.14,192,1,1,,0.14,29029,70
7/21/09,,,0,,,,0,4100,0,82,1,0,,,17700,82
7/22/09,,,0,,,,0,3000,0,60,1,0,,,12924,60
7/23/09,,,0,,,,0,3800,0,76,1,0,,,16392,76
7/24/09,,,0,,,,0,3650,0,73,1,0,,,15763,73
7/25/09,,,0,,,,0,1600,0,32,1,0,,,6907,32
7/26/09,,,0,,,,0,1050,0,21,1,0,,,4526,21
7/27/09,,,0,,,,0,3700,0,74,1,0,,,15977,74
7/28/09,,,0,,,,0,2050,0,41,1,0,,,8844,41
7/29/09,,,1,,,,0,950,0,22,1,0,,0,4369,19
7/30/09,,,1,,,,0,750,0,17,1,1,,0,3468,15
7/31/09,,,0,,,,0,850,0,17,1,0,,,3667,17
8/1/09,,,0,,,,0,1400,0,28,1,0,,,6043,28
8/2/09,,,0,,,,0,1150,0,23,1,0,,,4959,23
8/3/09,,,0,,,,0,600,0,12,1,0,,,2590,12
8/4/09,,,0,,,,0,4050,0,81,1,0,,,17466,81
8/5/09,,,0,,,,0,4350,0,87,1,0,,,18768,87
8/6/09,,,0,,,,0,4500,0,90,1,0,,,19433,90
8/7/09,,,1,,,,0,4000,0.13,192,1,1,,0.13,30042,80
8/8/09,,,0,,,,0,4000,0,80,1,0,,,17270,80
8/9/09,,,0,,,,0,5050,0,101,1,0,,,21816,101
8/10/09,,,0,,,,0,3750,0,75,1,0,,,16199,75
8/11/09,,,0,,,,0,3500,0,70,1,0,,,15114,70
8/12/09,,,0,,,,0,3150,0,63,1,0,,,13578,63
8/13/09,,,0,,,,0,4250,0,85,1,0,,,18340,85
8/14/09,,,0,,,,0,3150,0,63,1,0,,,13597,63
8/15/09,,,0,,,,0,1300,0,26,1,0,,,5600,26
8/16/09,,,0,,,,0,950,0,19,1,0,,,4095,19
8/17/09,,,0,,,,0,850,0,17,1,0,,,3669,17
8/18/09,,,0,,,,0,500,0,10,1,0,,,2160,10
8/19/09,,,0,,,,0,900,0,18,1,0,,,3877,18
8/20/09,,,0,,,,0,1100,0,22,1,0,,,4734,22
8/21/09,,,0,,,,0,700,0,14,1,0,,,3010,14
8/22/09,,,0,,,,0,350,0,7,1,0,,,1505,7
8/23/09,,,0,,,,0,750,0,15,1,0,,,3233,15
8/24/09,,,0,,,,0,750,0,15,1,0,,,3225,15
8/25/09,,,0,,,,0,2500,0,50,1,0,,,10783,50
8/26/09,,,3,,,,0,2400,0,96,1,2,,0,16120,48
8/27/09,,,0,,,,0,1450,0,29,1,0,,,6245,29
8/28/09,,,0,,,,0,3750,0,75,1,0,,,16180,75
8/29/09,,,0,,,,0,3900,0,78,1,0,,,16833,78
8/30/09,,,1,,,,0,4850,0,99,1,0,,0,21086,97
8/31/09,,,1,,,,0,4300,0,93,1,0,,0,19294,86
9/1/09,,,0,,,,0,3900,0,78,1,0,,,16832,78
9/2/09,,,0,,,,0,3300,0,66,1,0,,,14246,66
9/3/09,,,1,,,,0,3050,0,76,1,0,,0,14817,61
9/4/09,,,0,,,,0,3200,0,64,1,0,,,13803,64
9/5/09,,,0,,,,0,3800,0,76,1,0,,,16404,76
9/6/09,,,0,,,,0,3400,0,68,1,0,,,14678,68
9/7/09,,,1,,,,0,3900,0,92,1,0,,0,18364,78
9/8/09,,,0,,,,0,3450,0,69,1,0,,,14888,69
9/9/09,,,0,,,,0,2700,0,54,1,0,,,11653,54
9/10/09,,,0,,,,0,3350,0,67,1,0,,,14459,67
9/11/09,,,0,,,,0,3350,0,67,1,0,,,14460,67
9/12/09,,,0,,,,0,3450,0,69,1,0,,,14896,69
9/13/09,,,0,,,,0,3750,0,75,1,0,,,16188,75
9/14/09,,,0,,,,0,3700,0,74,1,0,,,15973,74
9/15/09,,,0,,,,0,2200,0,44,1,0,,,9498,44
9/16/09,,,1,,,,0,3600,0,74,1,0,,0,15759,72
9/17/09,,,1,,,,0,4200,0.12,186,1,1,,0.12,29755,84
9/18/09,,,0,,,,0,3900,0,78,1,0,,,16833,78
9/19/09,,,0,,,,0,3700,0,74,1,0,,,15981,74
9/20/09,,,0,,,,0,3900,0,78,1,0,,,16847,78
9/21/09,,,1,,,,0,3450,0,78,1,0,,0,15853,69
9/22/09,,,1,,,,0,1250,0,66,1,0,,0,9996,25
9/23/09,,,0,,,,0,1800,0,36,1,0,,,7766,36
9/24/09,,,0,,,,0,4850,0,97,1,0,,,20904,97
9/25/09,,,2,,,,0,4550,0,119,1,0,,0,22688,91
9/26/09,,,0,,,,0,5000,0,100,1,0,,,21546,100
9/27/09,,,1,,,,0,4350,0,104,1,0,,0,20652,87
9/28/09,,,0,,,,0,4250,0,85,1,0,,,18354,85
9/29/09,,,2,,,,0,4400,0,133,1,0,,0,23990,88
9/30/09,,,0,,,,0,4250,0,85,1,0,,,18340,85
10/1/09,,,0,,,,0,4100,0,82,1,0,,,17703,82
10/2/09,,,1,,,,0,3600,0,83,1,0,,0,16720,72
10/3/09,,,0,,,,0,2900,0,58,1,0,,,12494,58
10/4/09,,,0,,,,0,2650,0,53,1,0,,,11431,53
10/5/09,,,0,,,,0,2750,0,55,1,0,,,11867,55
10/6/09,,,2,,,,0,2150,0,58,1,0,,0,11142,43
10/7/09,,,0,,,,0,3000,0,60,1,0,,,12943,60
10/8/09,,,0,,,,0,3500,0,70,1,0,,,15083,70
10/9/09,,,0,,,,0,3950,0,79,1,0,,,17037,79
10/10/09,,,0,,,,0,3850,0,77,1,0,,,16618,77
10/11/09,,,0,,,,0,3700,0,74,1,0,,,15966,74
10/12/09,,,1,,,,0,2900,0,132,1,0,,0,21134,58
10/13/09,,,0,,,,0,2850,0,57,1,0,,,12301,57
10/14/09,,,0,,,,0,3450,0,69,1,0,,,14878,69
10/15/09,,,0,,,,0,3550,0,71,1,0,,,15291,71
10/16/09,,,1,,,,0,3000,0,141,1,0,,0,22351,60
10/17/09,,,0,,,,0,2850,0,57,1,0,,,12303,57
10/18/09,,,1,,,,0,3700,0,82,1,0,,0,16798,74
10/19/09,,,0,,,,0,5600,0,112,1,0,,,24130,112
10/20/09,,,1,,,,0,4750,0.12,197,1,1,,0.12,32110,95
10/21/09,,,1,,,,0,4000,0,99,1,0,,0,19333,80
10/22/09,,,1,,,,0,4500,0,130,1,0,,0,24131,90
10/23/09,,,0,,,,0,4450,0,89,1,0,,,19173,89
10/24/09,,,1,,,,0,3100,0,70,1,0,,0,14272,62
10/25/09,,,0,,,,0,3800,0,76,1,0,,,16384,76
10/26/09,,,0,,,,0,3550,0,71,1,0,,,15322,71
10/27/09,,,1,,,,0,3200,0,81,1,0,,0,15730,64
10/28/09,,,0,,,,0,3300,0,66,1,0,,,14235,66
10/29/09,,,2,,,,0,2300,0,89,1,0,,0,14692,46
10/30/09,,,0,,,,0,3000,0,60,1,0,,,12928,60
10/31/09,,,0,,,,0,2300,0,46,1,0,,,9904,46
11/1/09,,,0,,,,0,1250,0,25,1,0,,,5382,25
11/2/09,,,0,,,,0,1650,0,33,1,0,,,7108,33
11/3/09,,,0,,,,0,3100,0,62,1,0,,,13363,62
11/4/09,,,1,,,,0,3150,0,105,1,0,,0,18529,63
11/5/09,,,0,,,,0,2850,0,57,1,0,,,12282,57
11/6/09,,,0,,,,0,3100,0,62,1,0,,,13364,62
11/7/09,,,0,,,,0,3450,0,69,1,0,,,14881,69
11/8/09,,,0,,,,0,3650,0,73,1,0,,,15735,73
11/9/09,,,0,,,,0,3200,0,64,1,0,,,13804,64
11/10/09,,,0,,,,0,3900,0,78,1,0,,,16800,78
11/11/09,,,9,,,,0,3200,0,116,1,6,,0,21213,64
11/12/09,,,0,,,,0,3300,0,66,1,0,,,14218,66
11/13/09,,,3,,,,0,4000,0,93,1,2,,0,19076,80
11/14/09,,,0,,,,0,3950,0,79,1,0,,,17035,79
11/15/09,,,0,,,,0,4800,0,96,1,0,,,20700,96
11/16/09,,,0,,,,0,4850,0,97,1,0,,,20921,97
11/17/09,,,0,,,,0,4600,0,92,1,0,,,19841,92
11/18/09,,,0,,,,0,3950,0,79,1,0,,,17019,79
11/19/09,,,2,,,,0,3500,0,153,1,0,,0,26264,70
11/20/09,,,0,,,,0,4300,0,86,1,0,,,18543,86
11/21/09,,,0,,,,0,3650,0,73,1,0,,,15747,73
11/22/09,,,0,,,,0,5300,0,106,1,0,,,22865,106
11/23/09,,,0,,,,0,4800,0,96,1,0,,,20722,96
11/24/09,,,0,,,,0,4650,0,93,1,0,,,20048,93
11/25/09,,,0,,,,0,4500,0,90,1,0,,,19408,90
11/26/09,,,0,,,,0,4200,0,84,1,0,,,18103,84
11/27/09,,,0,,,,0,3700,0,74,1,0,,,15945,74
11/28/09,,,0,,,,0,3550,0,71,1,0,,,15305,71
11/29/09,,,0,,,,0,3000,0,60,1,0,,,12941,60
11/30/09,,,0,,,,0,3750,0,75,1,0,,,16182,75
12/1/09,,,1,,,,0,3650,0.22,240,1,1,,0.22,35316,73
12/2/09,,,0,,,,0,4700,0,94,1,0,,,20271,94
12/3/09,,,0,,,,0,4400,0,88,1,0,,,18989,88
12/4/09,,,0,,,,0,1800,0,36,1,0,,,7756,36
12/5/09,,,1,,,,0,3200,0,84,1,1,,0,15937,64
12/6/09,,,2,,,,0,5150,0,107,1,1,,0,22697,103
12/7/09,,,0,,,,0,5600,0,112,1,0,,,24152,112
12/8/09,,,2,,,,0,5250,0,136,1,0,,0,26167,105
12/9/09,,,13,,,,0,4800,0,119,1,6,,0,25268,96
12/10/09,,,0,,,,0,5200,0,104,1,0,,,22427,104
12/11/09,,,0,,,,0,5600,0,112,1,0,,,24119,112
12/12/09,,,2,,,,0,5500,0,178,1,0,,0,31509,110
12/13/09,,,0,,,,0,5700,0,114,1,0,,,24596,114
12/14/09,,,5,,,,0,5100,0,437,1,1,,0,60330,102
12/15/09,,,2,,,,0,5500,0,119,1,1,,0,24964,110
12/16/09,,,1,,,,0,6800,0,154,1,0,,0,31309,136
12/17/09,,,3,,,,0,8450,0,179,1,2,,0,38019,169
12/18/09,,,0,,,,0,11250,0,225,1,0,,,48497,225
12/19/09,,,1,,,,0,9900,0,200,1,0,,0,42910,198
12/20/09,,,0,,,,0,8750,0,175,1,0,,,37785,175
12/21/09,,,1,,,,0,8750,0,177,1,0,,0,37901,175
12/22/09,,,0,,,,0,8100,0,162,1,0,,,34947,162
12/23/09,,,0,,,,0,7700,0,154,1,0,,,33214,154
12/24/09,,,0,,,,0,7700,0,154,1,0,,,33216,154
12/25/09,,,1,,,,0,7450,0,151,1,1,,0,32378,149
12/26/09,,,0,,,,0,8700,0,174,1,0,,,37535,174
12/27/09,,,1,,,,0,8350,0,173,1,0,,0,36706,167
12/28/09,,,0,,,,0,6850,0,137,1,0,,,29558,137
12/29/09,,,0,,,,0,8550,0,171,1,0,,,36876,171
12/30/09,,,0,,,,0,7050,0,141,1.124527343,0,,,30412,141
12/31/09,,,0,,,,0,6900,0,138,1.182899534,0,,,29766,138
1/1/10,,,2,,,,0,6600,0,136,1.182899534,0,,0,28770,132
1/2/10,,,0,,,,0,6300,0,126,1.182899534,0,,,27169,126
1/3/10,,,0,,,,0,9300,0,186,1.182899534,0,,,40132,186
1/4/10,,,2,,,,0,9050,0,266,1.182899534,1,,0,48697,181
1/5/10,,,0,,,,0,9900,0,198,1.182899534,0,,,42695,198
1/6/10,,,0,,,,0,8150,0,163,1.182899534,0,,,35166,163
1/7/10,,,0,,,,0,7700,0,154,1.182899534,0,,,33208,154
1/8/10,,,0,,,,0,7650,0,153,1.182899534,0,,,33011,153
1/9/10,,,0,,,,0,7550,0,151,1.182899534,0,,,32590,151
1/10/10,,,0,,,,0,9500,0,190,1.182899534,0,,,41002,190
1/11/10,,,0,,,,0,7950,0,159,1.191351035,0,,,34296,159
1/12/10,,,2,,,,0,7950,0.26,375,1.305062132,2,,0.13,59150,159
1/13/10,,,2,,,,0,8200,0,168,1.305062132,2,,0,35835,164
1/14/10,,,2,,,,0,7150,0,155,1.305062132,1,,0,32114,143
1/15/10,,,1,,,,0,7050,0,147,1.305062132,0,,0,31006,141
1/16/10,,,1,,,,0,6250,0,132,1.305062132,0,,0,27785,125
1/17/10,,,0,,,,0,6550,0,131,1.305062132,0,,,28239,131
1/18/10,,,1,,,,0,6250,0,128,1.305062132,1,,0,27166,125
1/19/10,,,0,,,,0,6200,0,124,1.305062132,0,,,26708,124
1/20/10,,,0,,,,0,7900,0,158,1.305062132,0,,,34041,158
1/21/10,,,9,,,,0,8750,0,187,1.305062132,6,,0,41166,175
1/22/10,,,3,,,,0,6650,0,141,1.305062132,1,,0,29447,133
1/23/10,,,2,,,,0,8000,0,164,1.305062132,1,,0,34954,160
1/24/10,,,1,,,,0,7700,0,156,1.305062132,0,,0,33372,154
1/25/10,,,4,,,,0,10550,0,272,1.323251507,1,,0,53015,211
1/26/10,,,6,,,,0,9750,0,215,1.344224971,1,,0,44875,195
1/27/10,,,2,,,,0,8200,0,181,1.344224971,0,,0,37729,164
1/28/10,,,2,,,,0,8850,0,199,1.344224971,0,,0,40633,177
1/29/10,,,4,,,,0,9850,0,213,1.344224971,0,,0,44868,197
1/30/10,,,4,,,,0,10500,0,248,1.344224971,0,,0,49436,210
1/31/10,,,2,,,,0,8250,0,184,1.344224971,0,,0,37792,165
2/1/10,,,9,,,,0,9200,0,203,1.344224971,3,,0,43041,184
2/2/10,,,1,,,,0,7250,0,167,1.344224971,0,,0,33665,145
2/3/10,,,2,,,,0,13500,0,277,1.344224971,0,,0,58978,270
2/4/10,,,5,,,,0,11450,0,269,1.381515906,2,,0,54479,229
2/5/10,,,4,,,,0,11150,0,472,1.818648536,2,,0,76429,223
2/6/10,,,14,,,,0,9600,0,224,1.818648536,0,,0,45539,192
2/7/10,,,5,,,,0,10850,0,230,1.818648536,2,,0,48371,217
2/8/10,,,8,,,,0,10000,0,329,1.818648536,1,,0,58158,200
2/9/10,,,3,,,,0,10350,0.44,623,1.818648536,1,,0,92495,207
2/10/10,,,5,,,,0,8400,0,777,1.818648536,0,,0,105605,168
2/11/10,,,5,,,,0,8450,0,245,1.818648536,0,,0,45084,169
2/12/10,,,5,,,,0,9150,0,225,1.818648536,1,,0,46843,183
2/13/10,,,3,,,,0,11600,0,318,1.818648536,1,,0,60026,232
2/14/10,,,11,,,,0,10400,0,263,1.822057621,2,,0,52585,208
2/15/10,,,9,,,,0,8800,0,271,2.527738215,4,,0,49069,176
2/16/10,,,6,,,,0,9750,0,217,2.527738215,2,,0,44368,195
2/17/10,,,11,,,,0,11950,0,267,2.527738215,3,,0,55931,239
