date,txvolume_usd,adjustedtxvolume_usd,txcount,marketcap_usd,price_usd,exchangevolume_usd,realizedcap_usd,generatedcoins,fees,activeaddresses,averagedifficulty,paymentcount,mediantxvalue_usd,medianfee,blocksize,blockcount
10/7/11,,,,,,,0,,,,,,,,,
10/8/11,,,0,,,,0,50,0,1,0.000244141,0,,,215,1
10/9/11,,,0,,,,0,,0,0,,0,,,0,0
10/10/11,,,0,,,,0,,0,0,,0,,,0,0
10/11/11,,,0,,,,0,,0,0,,0,,,0,0
10/12/11,,,0,,,,0,50,0,1,0.000244141,0,,,215,1
10/13/11,,,92,,,,0,484100,0.001,9775,0.0037343,52,,0,2188856,9682
10/14/11,,,62,,,,0,56100,0.002,1530,0.04599766,24,,0,295953,1122
10/15/11,,,438,,,,0,38100,0.075,1503,0.0625,412,,0,310517,762
10/16/11,,,1415,,,,0,45750,0.90707077,4844,0.07430734,1348,,0,924909,915
10/17/11,,,1578,,,,0,38650,0.35624793,3140,0.090344629,1503,,0,764402,773
10/18/11,,,1651,,,,0,41300,0.37451134,3739,0.090344629,1619,,0,832340,826
10/19/11,,,1388,,,,0,32150,0.31676977,2624,0.124429864,1357,,0,702517,643
10/20/11,,,1851,,,,0,37950,0.31730384,3739,0.126039753,1813,,0,854828,759
10/21/11,,,1681,,,,0,41550,0.30810998,3175,0.135533567,1651,,0,790725,831
10/22/11,,,1505,,,,0,36400,0.48386862,2892,0.16800443,1474,,0,742599,728
10/23/11,,,1562,,,,0,41400,0.434,3120,0.16800443,1538,,0,755129,828
10/24/11,,,1443,,,,0,29800,0.3396925,2685,0.196395617,1415,,0,633027,596
10/25/11,,,1260,,,,0,26150,0.233,2409,0.220230194,1242,,0,571751,523
10/26/11,,,1310,,,,0,28850,0.32674311,4213,0.220230194,1283,,0,866683,577
10/27/11,,,933,,,,0,21350,0.14011365,1873,0.220230194,911,,0,424367,427
10/28/11,,,1388,,,,0,22550,0.27703041,2616,0.199730151,1355,,0,724373,451
10/29/11,,,1522,,,,0,29000,0.69447838,2930,0.187903203,1484,,0,784147,580
10/30/11,,,1749,,,,0,36800,1.74799645,3196,0.187903203,1706,,0,772624,736
10/31/11,,,1779,,,,0,33000,0.88913483,3724,0.193456087,1743,,0,857657,660
11/1/11,,,1980,,,,0,43800,2.51915163,3927,0.202801185,1922,,0,999232,876
11/2/11,,,2348,,,,0,61950,1.56227332,4539,0.252385487,2289,,0,1218456,1239
11/3/11,,,2029,,,,0,45200,0.30882658,3605,0.380873507,1985,,0,924031,904
11/4/11,,,2112,,,,0,46550,0.31720688,3926,0.42278804,2075,,0,986921,931
11/5/11,,,1592,,,,0,29650,0.23354635,2842,0.618815153,1555,,0,691053,593
11/6/11,,,1716,,,,0,31350,0.35811991,3003,0.618815153,1686,,0,749117,627
11/7/11,,,1608,,,,0,29200,1.34509582,2792,0.618815153,1578,,0,707160,584
11/8/11,,,1734,,,,0,26700,0.29268562,2996,0.64005589,1702,,0,729085,534
11/9/11,,,1505,,,,0,27150,0.85764076,2641,0.642153741,1477,,0,721765,543
11/10/11,,,1487,,,,0,26300,0.21606553,2635,0.642153741,1454,,0,663385,526
11/11/11,,,2003,,,,0,28850,1.23968895,3314,0.634049147,17803,,0,1335345,577
11/12/11,,,1295,,,,0,29050,0.18343287,2413,0.601840372,1275,,0,582362,581
11/13/11,,,1572,,,,0,27950,0.32351137,2861,0.601840372,11188,,0,1058427,559
11/14/11,,,1460,,,,0,29300,0.19445751,2834,0.601840372,5401,,0,812564,586
11/15/11,,,4823,,,,0,29600,13.35352327,7095,0.605080559,278773,,0.0015,17280936,592
11/16/11,,,21994,,,,0,28450,43.39404254,40944,0.606429345,1859479,,0.002,69917261,569
11/17/11,,,15859,,,,0,31150,45.73661564,25412,0.606429345,1760800,,0.0025,64481878,623
11/18/11,,,11761,,,,0,31050,34.26796281,11483,0.617250925,495265,,0,20137098,621
11/19/11,,,2499,,,,0,29950,81.5822683,3379,0.637686095,214458,,0,8174476,599
11/20/11,,,4203,,,,0,32350,40.1854988,2830,0.637686095,240062,,0,10129839,647
11/21/11,,,2616,,,,0,29350,827.2449273,3406,0.639387067,1191025,,0,41787377,587
11/22/11,,,1735,,,,0,27650,670.3204055,2999,0.668888299,930922,,0.1,32396914,553
11/23/11,,,1596,,,,0,29350,410.9106206,2902,0.668888299,575995,,0,20536887,587
11/24/11,,,1222,,,,0,25550,216.8515728,2451,0.668888299,312401,,0,11912416,511
11/25/11,,,1317,,,,0,29050,123.8830022,2795,0.656785446,153725,,0,6709904,581
11/26/11,,,1508,,,,0,28950,269.3885052,2798,0.640534438,535214,,0,19166281,579
11/27/11,,,1409,,,,0,30300,85.78950653,2841,0.640534438,312347,,0,11236408,606
11/28/11,,,1300,,,,0,29650,369.5290919,2655,0.640965461,130931,,0,5036333,593
11/29/11,,,883,,,,0,28450,30.3786042,2052,0.666094098,60829,,0,2539153,569
11/30/11,,,1170,,,,0,36000,24.52914749,2300,0.666094098,1347,,0,677904,720
12/1/11,,,1186,,,,0,35550,33.41452892,2326,0.666094098,1396,,0,721527,711
12/2/11,,,1157,,,,0,37150,36.96045986,2354,0.765982946,1301,,0,788321,743
12/3/11,,,1314,,,,0,38450,20.56967198,2606,0.766796153,9034,,0,947983,769
12/4/11,,,964,,,,0,31800,26.11976075,2080,0.810368968,1051,,0,637342,636
12/5/11,,,839,,,,0,26350,13.78164793,1810,0.986735124,855,,0,514139,527
12/6/11,,,947,,,,0,29400,32.68467346,3224,0.986735124,1181,,0,717563,588
12/7/11,,,928,,,,0,28950,12.03405502,2011,0.986735124,1135,,0,594428,579
12/8/11,,,990,,,,0,26800,17.10151498,1979,0.968375661,1215,,0,590618,536
12/9/11,,,740,,,,0,25450,17.37761537,1650,0.957791971,879,,0,734845,509
12/10/11,,,821,,,,0,28550,9.05848349,1729,0.957791971,1009,,0,460528,571
12/11/11,,,846,,,,0,30000,18.856275,1720,0.957509839,1192,,0,554246,600
12/12/11,,,778,,,,0,29800,12.51501287,1757,0.915472299,1028,,0,501657,596
12/13/11,,,594,,,,0,17800,9.65095198,1458,0.915472299,591,,0,429632,356
12/14/11,,,602,,,,0,18900,11.34962731,1401,0.915472299,574,,0,394877,378
12/15/11,,,715,,,,0,24200,11.7299233,1593,0.915472299,665,,0,359197,484
12/16/11,,,773,,,,0,30050,12.808,1866,0.78544484,755,,0,439870,601
12/17/11,,,689,,,,0,29500,11.50172154,1770,0.721560381,671,,0,450239,590
12/18/11,,,774,,,,0,31750,23.72517357,1933,0.721560381,751,,0,630004,635
12/19/11,,,746,,,,0,26950,20.43399021,1786,0.736470547,725,,0,516031,539
12/20/11,,,768,,,,0,27750,15.94788426,1871,0.774782763,741,,0,475535,555
12/21/11,,,768,,,,0,32050,13.91753582,1914,0.774782763,753,,0,459620,641
12/22/11,,,798,,,,0,37600,11.12067367,2082,0.784972688,773,,0,520436,752
12/23/11,,,801,,,,0,19950,12.15596144,1729,0.867105942,767,,0,402479,399
12/24/11,,,626,,,,0,14150,17.15120587,1391,0.867105942,612,,0,313324,283
12/25/11,,,594,,,,0,13750,14.52821766,1299,0.867105942,545,,0,261023,275
12/26/11,,,616,,,,0,16450,15.02909149,1390,0.867105942,612,,0,289800,329
12/27/11,,,719,,,,0,17200,21.43478061,1758,0.867105942,692,,0,360437,344
12/28/11,,,711,,,,0,21700,20.32103011,1638,0.756800019,695,,0,389886,434
12/29/11,,,1028,,,,0,60000,22.12293936,2829,0.501664944,1005,,0,791387,1200
12/30/11,,,940,,,,0,49500,16.55715331,2610,0.675453568,920,,0,710037,990
12/31/11,,,686,,,,0,28500,7.7239616,1752,1.065765722,662,,0,435156,570
1/1/12,,,649,,,,0,28200,22.66679206,1690,1.065765722,634,,0,575259,564
1/2/12,,,718,,,,0,31600,11.52765121,1998,1.068927322,694,,0,470587,632
1/3/12,,,784,,,,0,31400,13.63043221,1976,1.102095385,766,,0,482605,628
1/4/12,,,723,,,,0,31700,9.90058677,1985,1.102095385,700,,0,462528,634
1/5/12,,,760,,,,0,31550,18.36864807,2023,1.102095385,741,,0,563359,631
1/6/12,,,654,,,,0,26900,16.33352011,1788,1.19734132,636,,0,564636,538
1/7/12,,,597,,,,0,22000,10.92961503,1539,1.211121583,585,,0,321111,440
1/8/12,,,499,,,,0,13950,14.01062915,1236,1.211121583,489,,0,258509,279
1/9/12,,,430,,,,0,9950,12.41100001,1061,1.211121583,420,,0,200187,199
1/10/12,,,457,,,,0,9700,19.54997867,1132,1.211121583,446,,0,308854,194
1/11/12,,,437,,,,0,12200,13.43111065,1055,1.211121583,427,,0,238500,244
1/12/12,,,823,,,,0,28100,24.71559806,1897,0.839946733,811,,0,639091,562
1/13/12,,,868,,,,0,51050,19.20993993,2491,0.65036818,852,,0,661102,1021
1/14/12,,,708,,,,0,42650,12.97380875,2162,0.783581626,696,,0,503623,853
1/15/12,,,456,,,,0,16150,11.21253811,1310,1.14441631,442,,0,285630,323
1/16/12,,,425,,,,0,15750,13.00878269,1437,1.14441631,412,,0,278975,315
1/17/12,,,386,,,,0,12900,10.01245979,1088,1.14441631,376,,0,201190,258
1/18/12,,,360,,,,0,11850,12.51570555,1092,1.14441631,348,,0,203617,237
1/19/12,,,233,,,,0,8450,40.00630074,815,1.14441631,223,,0,442000,169
1/20/12,,,248,,,,0,10850,7.33000001,908,1.14441631,233,,0,152710,217
1/21/12,,,287,,,,0,11300,9.52046558,954,1.14441631,272,,0,200068,226
1/22/12,,,382,,,,0,20550,18.70100288,1279,0.586127643,368,,0,289848,411
1/23/12,,,478,,,,0,27350,13.72808457,1643,0.524263224,470,,0,338768,547
1/24/12,,,438,,,,0,22000,15.6150221,1449,0.524263224,427,,0,290520,440
1/25/12,,,515,,,,0,28800,16.01050001,1670,0.524263224,502,,0,344023,576
1/26/12,,,589,,,,0,30050,22.22206456,1798,0.475914355,570,,0,402895,601
1/27/12,,,650,,,,0,32100,20.44240591,2001,0.468167336,630,,0,463359,642
1/28/12,,,794,,,,0,45200,24.65908859,2409,0.474382668,776,,0,567362,904
1/29/12,,,663,,,,0,51600,14.30670303,2415,0.585222757,649,,0,544740,1032
1/30/12,,,608,,,,0,48100,11.82264691,2258,0.597327676,590,,0,570253,962
1/31/12,,,448,,,,0,18050,10.51234343,1383,1.033104753,429,,0,281860,361
2/1/12,,,625,,,,0,23700,64.75270972,1862,1.033104753,109199,,0,4155491,474
2/2/12,,,867,,,,0,32850,83.58048002,2404,1.033104753,191416,,0,7028295,657
2/3/12,,,928,,,,0,36750,100.2525201,2419,1.011952567,253047,,0,9107201,735
2/4/12,,,995,,,,0,43200,94.93493281,2668,0.967506201,226728,,0,8288604,864
2/5/12,,,1049,,,,0,43650,93.92312636,2709,0.967506201,226813,,0,8315391,873
2/6/12,,,874,,,,0,29800,67.02184708,2309,1.396065782,173547,,0,6359646,596
2/7/12,,,1003,,,,0,30700,81.44913473,2413,1.428555858,291244,,0,10400805,614
2/8/12,,,1037,,,,0,31200,58.01987072,2453,1.428555858,226778,,0,8260601,624
2/9/12,,,935,,,,0,28350,25.38164142,2318,1.466982145,25819,,0,1388741,567
2/10/12,,,824,,,,0,26900,17.46137936,2203,1.492076864,12758,,0,868670,538
2/11/12,,,869,,,,0,31200,21.44585132,2238,1.492076864,881,,0,534504,624
2/12/12,,,790,,,,0,30400,19.09736524,2248,1.497759139,821,,0,574092,608
2/13/12,,,733,,,,0,30850,16.3450646,2075,1.527693599,744,,0,562004,617
2/14/12,,,781,,,,0,29950,16.89264325,2052,1.527693599,789,,0,547782,599
2/15/12,,,599,,,,0,30800,16.0228549,1841,1.527693599,607,,0,489816,616
2/16/12,,,768,,,,0,28500,23.0220445,2068,1.582748736,788,,0,615329,570
2/17/12,,,736,,,,0,29450,17.16376636,1991,1.5926655,755,,0,565394,589
2/18/12,,,719,,,,0,30400,11.54652951,1988,1.5926655,742,,0,507792,608
2/19/12,,,774,,,,0,31200,23.04473283,2042,1.627760049,789,,0,601679,624
2/20/12,,,800,,,,0,28450,15.71970211,1980,1.66870369,809,,0,564788,569
2/21/12,,,776,,,,0,31600,19.14680986,2086,1.66870369,791,,0,567543,632
2/22/12,,,704,,,,0,29200,14.06451179,1919,1.674430479,727,,0,464923,584
2/23/12,,,729,,,,0,31900,36.71084159,2436,1.72737816,747,,0,714207,638
2/24/12,,,592,,,,0,24900,14.83866965,1694,1.72737816,587,,0,416074,498
2/25/12,,,495,,,,0,27250,35.35797529,1775,1.72737816,514,,0,620071,545
2/26/12,,,500,,,,0,30450,11.25886727,1656,1.735414713,485,,0,398838,609
2/27/12,,,463,,,,0,21600,18.5545352,1440,1.742164447,444,,0,419766,432
2/28/12,,,487,,,,0,24050,23.47252559,1498,1.742164447,547,,0,437295,481
2/29/12,,,496,,,,0,19100,34.11717299,1479,1.742164447,479,,0,534726,382
3/1/12,,,641,,,,0,24450,23.7126838,1711,1.665134127,621,,0,555709,489
3/2/12,,,856,,,,0,37650,22.64773087,2185,1.36168135,838,,0,710049,753
3/3/12,,,900,,,,0,48350,16.47646825,2295,1.36168135,881,,0,619780,967
3/4/12,,,611,,,,0,37150,12.26031569,1641,1.868118128,594,,0,477771,743
3/5/12,,,414,,,,0,24000,8.61104368,1322,2.050843486,397,,0,301603,480
3/6/12,,,468,,,,0,23350,24.95629201,1447,2.050843486,452,,0,479218,467
3/7/12,,,511,,,,0,16800,16.24732981,1366,2.050843486,564,,0,293659,336
3/8/12,,,473,,,,0,20500,35.55484132,1401,1.850499763,492,,0,538764,410
3/9/12,,,490,,,,0,19900,12.2426743,1546,1.682498524,518,,0,326525,398
3/10/12,,,437,,,,0,18400,15.4015002,1410,1.682498524,468,,0,304279,368
3/11/12,,,519,,,,0,22150,16.0698795,1566,1.682498524,543,,0,358167,443
3/12/12,,,455,,,,0,20650,30.83891745,1540,1.682498524,485,,0,537678,413
3/13/12,,,583,,,,0,32600,25.94487191,1905,1.326812406,608,,0,528634,652
3/14/12,,,748,,,,0,37900,20.42437618,2329,1.200362664,422971,,0,14903208,758
3/15/12,,,1031,,,,0,33150,32.34100001,2838,1.200362664,1202958,,0,41470897,663
3/16/12,,,506,,,,0,30100,17.92293307,1662,1.415703874,490,,0,440269,602
3/17/12,,,442,,,,0,28150,15.101572,1531,1.466008993,437,,0,390909,563
3/18/12,,,585,,,,0,32550,22.67034629,1876,1.466008993,570,,0,512859,651
3/19/12,,,703,,,,0,36150,21.06676245,2179,1.535604872,684,,0,643045,723
3/20/12,,,672,,,,0,35050,21.85193127,1960,1.589035449,656,,0,599319,701
3/21/12,,,708,,,,0,35850,24.85050002,2088,1.589035449,692,,0,599511,717
3/22/12,,,578,,,,0,28500,19.37860417,1739,1.839595936,563,,0,616930,570
3/23/12,,,749,,,,0,25650,15.76989508,1805,1.963889721,738,,0,497931,513
3/24/12,,,516,,,,0,25450,14.53142358,1518,1.963889721,504,,0,363565,509
3/25/12,,,510,,,,0,23350,23.647,1491,1.963889721,492,,0,481295,467
3/26/12,,,551,,,,0,27550,20.23,1561,1.781306297,541,,0,456974,551
3/27/12,,,642,,,,0,29000,35.32001817,1916,1.7154861,631,,0,566910,580
3/28/12,,,573,,,,0,29850,14.20156327,1723,1.7154861,560,,0,441313,597
3/29/12,,,518,,,,0,31750,17.41195288,1746,1.725798841,510,,0,404058,635
3/30/12,,,545,,,,0,29500,25.67600008,1885,1.748066151,533,,0,525311,590
3/31/12,,,501,,,,0,28250,17.93150001,1661,1.748066151,483,,0,416641,565
4/1/12,,,549,,,,0,29050,26.71800044,1829,1.748066151,538,,0,471292,581
4/2/12,,,503,,,,0,27100,15.01100002,1635,1.779628519,495,,0,407082,542
4/3/12,,,464,,,,0,27100,12.32344945,1507,1.785013891,448,,0,354410,542
4/4/12,,,517,,,,0,25350,16.6126428,1752,1.785013891,502,,0,343332,507
4/5/12,,,496,,,,0,23850,17.61990199,1523,1.785013891,482,,0,318104,477
4/6/12,,,557,,,,0,27950,24.81779695,1684,1.598208022,544,,0,378918,559
4/7/12,,,485,,,,0,30750,15.40634851,1608,1.588727273,474,,0,358504,615
4/8/12,,,546,,,,0,31400,20.81113609,1692,1.588727273,529,,0,448772,628
4/9/12,,,462,,,,0,31000,13.51,1662,1.647026639,446,,0,389608,620
4/10/12,,,606,,,,0,33000,29.9800374,1931,1.684098268,588,,0,552590,660
4/11/12,,,562,,,,0,26250,25.93826296,1708,1.684098268,535,,0,398728,525
4/12/12,,,531,,,,0,28750,24.26272599,1797,1.693785439,511,,0,424974,575
4/13/12,,,582,,,,0,28700,28.45847806,1744,1.729383824,565,,0,434706,574
4/14/12,,,519,,,,0,27550,25.61275456,1852,1.729383824,503,,0,394085,551
4/15/12,,,478,,,,0,27400,19.42834523,1545,1.729383824,464,,0,323693,548
4/16/12,,,517,,,,0,29000,26.9620728,1630,1.711802914,499,,0,459449,580
4/17/12,,,522,,,,0,27750,23.9228136,1544,1.701059025,506,,0,394705,555
4/18/12,,,529,,,,0,27700,20.42721547,1626,1.701059025,507,,0,391761,554
4/19/12,,,486,,,,0,27100,17.52728482,1507,1.701059025,469,,0,351032,542
4/20/12,,,443,,,,0,26950,13.01231338,1447,1.618125984,427,,0,328838,539
4/21/12,,,354,,,,0,25350,15.27905922,1378,1.617349457,343,,0,438371,507
4/22/12,,,412,,,,0,26800,12.1113969,1516,1.617349457,400,,0,316826,536
4/23/12,,,464,,,,0,27450,21.0697856,1596,1.591421198,442,,0,454675,549
4/24/12,,,479,,,,0,31850,47,1657,1.487943874,473,,0,647962,637
4/25/12,,,456,,,,0,24550,14.2232034,1570,1.487943874,443,,0,340701,491
4/26/12,,,490,,,,0,22950,22.10734266,1670,1.487943874,480,,0,428306,459
4/27/12,,,482,,,,0,24000,21.71846159,1450,1.436889344,463,,0,360888,480
4/28/12,,,489,,,,0,24500,17.52441753,1492,1.33573161,473,,0,398075,490
4/29/12,,,491,,,,0,26850,18.10842549,1567,1.33573161,473,,0,344481,537
4/30/12,,,552,,,,0,29850,17.80148146,1991,1.33573161,532,,0,467057,597
5/1/12,,,556,,,,0,32700,27.20787027,2099,1.289404363,530,,0,515577,654
5/2/12,,,554,,,,0,29600,53.7042181,2092,1.264105087,528,,0,850540,592
5/3/12,,,520,,,,0,28350,31.20076668,1684,1.264105087,499,,0,552813,567
5/4/12,,,397,,,,0,23400,28.2015402,1546,1.263924755,366,,0,490382,468
5/5/12,,,414,,,,0,22950,11.30783645,1569,1.26162287,401,,0,334882,459
5/6/12,,,422,,,,0,28150,15.7,1451,1.26162287,407,,0,359006,563
5/7/12,,,495,,,,0,26700,16.52142246,1614,1.26162287,474,,0,413527,534
5/8/12,,,508,,,,0,29700,18.27230253,1698,1.236110483,485,,0,407155,594
5/9/12,,,532,,,,0,28200,17.55295992,1737,1.171418357,516,,0,400500,564
5/10/12,,,507,,,,0,28550,16.93052258,1713,1.171418357,495,,0,408914,571
5/11/12,,,521,,,,0,29100,27.12673359,1672,1.171418357,500,,0,459678,582
5/12/12,,,460,,,,0,28000,11.86177518,1540,1.164620912,440,,0,470496,560
5/13/12,,,502,,,,0,29000,18.94937309,1693,1.162545235,488,,0,406027,580
5/14/12,,,548,,,,0,30550,17.10155585,1915,1.162545235,521,,0,472200,611
5/15/12,,,488,,,,0,26050,15.5,1764,1.16105894,468,,0,372194,521
5/16/12,,,505,,,,0,25100,20.2,1586,1.156350355,492,,0,375245,502
5/17/12,,,600,,,,0,25050,25.5105,1735,1.156350355,585,,0,417354,501
5/18/12,,,595,,,,0,22650,34.21491855,1611,1.156350355,571,,0,495212,453
5/19/12,,,538,,,,0,25750,20.52500005,1580,1.128782058,519,,0,395282,515
5/20/12,,,657,,,,0,30300,23.4,1875,0.978879446,632,,0,396728,606
5/21/12,,,704,,,,0,30850,30.18169005,2028,0.978879446,680,,0,557688,617
5/22/12,,,662,,,,0,31800,27.841,2055,0.978879446,642,,0,435990,636
5/23/12,,,686,,,,0,30050,38.2701364,1971,1.053034809,665,,0,478674,601
5/24/12,,,674,,,,0,33100,34.46469622,1920,1.063931685,647,,0,498158,662
5/25/12,,,774,,,,0,34300,33.7,2159,1.063931685,753,,0,461210,686
5/26/12,,,640,,,,0,27750,25.52250996,1827,1.159237755,610,,0,474929,555
5/27/12,,,658,,,,0,24000,30.35434209,1765,1.192629663,634,,0,435579,480
5/28/12,,,684,,,,0,26150,37.54000007,1923,1.192629663,657,,0,487596,523
5/29/12,,,683,,,,0,24550,38.06314648,1770,1.192629663,656,,0,534492,491
5/30/12,,,596,,,,0,29000,31.61104993,1848,1.065813109,572,,0,482634,580
5/31/12,,,628,,,,0,28500,59.9215,1852,1.035798957,606,,0,689189,570
6/1/12,,,434,,,,0,27350,17.21857369,1647,1.035798957,411,,0,346122,547
6/2/12,,,602,,,,0,29700,78.81032276,1909,1.034198853,584,,0,473562,594
6/3/12,,,608,,,,0,27850,28.9205021,1642,1.030003458,583,,0,409017,557
6/4/12,,,547,,,,0,28050,68.91200006,1708,1.030003458,533,,0,427737,561
6/5/12,,,587,,,,0,32250,42.59251519,2104,1.030003458,631,,0,763129,645
6/6/12,,,595,,,,0,32350,39.02186798,2019,1.065352692,726,,0,574978,647
6/7/12,,,519,,,,0,27600,19.53933359,1663,1.070990832,637,,0,353856,552
6/8/12,,,595,,,,0,29750,20.30277776,2022,1.070990832,783,,0,383771,595
6/9/12,,,610,,,,0,32200,24.30602619,1803,1.097486812,593,,0,396845,644
6/10/12,,,584,,,,0,27500,25.13200454,1908,1.122232306,568,,0,421057,550
6/11/12,,,580,,,,0,27450,25.91515475,1819,1.122232306,556,,0,381007,549
6/12/12,,,569,,,,0,29500,30.3207684,1678,1.122176492,565,,0,454967,590
6/13/12,,,631,,,,0,30250,41.60533292,2050,1.116743917,618,,0,455373,605
6/14/12,,,616,,,,0,29450,23.32948299,1775,1.116743917,585,,0,377933,589
6/15/12,,,689,,,,0,31550,130.3781102,2043,1.116743917,654,,0,498990,631
6/16/12,,,551,,,,0,28800,32.7005,1720,1.163030895,529,,0,467132,576
6/17/12,,,524,,,,0,27900,20.8,1656,1.184931383,544,,0,354363,558
6/18/12,,,558,,,,0,29200,20.71080896,1724,1.184931383,556,,0,359053,584
6/19/12,,,565,,,,0,26300,23.80000003,1679,1.181503464,569,,0,364834,526
6/20/12,,,599,,,,0,26250,23.0304,1709,1.142999163,618,,0,345339,525
6/21/12,,,609,,,,0,29850,27.04462051,1730,1.142999163,594,,0,371540,597
6/22/12,,,728,,,,0,33050,45.10342721,2326,1.142999163,718,,0,625213,661
6/23/12,,,665,,,,0,34250,28.16627318,2354,1.170353659,658,,0,538728,685
6/24/12,,,674,,,,0,40150,122.3157766,2088,1.180853364,679,,0,455801,803
6/25/12,,,753,,,,0,42100,50.14545758,2666,1.248800193,736,,0,803434,842
6/26/12,,,646,,,,0,31750,24.26702,2195,1.64223425,655,,0,483645,635
6/27/12,,,669,,,,0,30800,39.7685676,1880,1.64223425,637,,0,534603,616
6/28/12,,,668,,,,0,36050,24.41025727,2179,1.668102915,659,,0,508337,721
6/29/12,,,557,,,,0,32600,26.23507866,2087,1.87537559,540,,0,490898,652
6/30/12,,,462,,,,0,31050,62.72881187,1632,1.87537559,433,,0,815822,621
7/1/12,,,638,,,,0,32650,33.51500054,2052,1.87537559,598,,0,544827,653
7/2/12,,,561,,,,0,30200,17.1197476,1940,2.096243717,560,,0,401381,604
7/3/12,,,868,,,,0,32250,57.65991165,2417,2.099962036,828,,0,772670,645
7/4/12,,,883,,,,0,37950,78.3652343,2602,2.099962036,833,,0,924008,759
7/5/12,,,773,,,,0,36700,96.18027662,2279,2.432069143,772,,0,1005924,734
7/6/12,,,736,,,,0,40800,75.76875906,2417,2.440418205,682,,0,1084558,816
7/7/12,,,913,,,,0,41750,63.97468963,2790,2.844463669,854,,0,1086053,835
7/8/12,,,1191,,,,0,49700,141.142836,3699,3.401608981,1109,,0,1793446,994
7/9/12,,,1151,,,,0,46300,98.60038211,3692,4.061468806,1072,,0,1302211,926
7/10/12,,,885,,,,0,30650,50.72312785,2527,5.797805834,876,,0,793794,613
7/11/12,,,679,,,,0,30000,29.02169023,2108,5.797805834,646,,0,489572,600
7/12/12,,,638,,,,0,26800,26.25800574,1890,5.797805834,619,,0,440624,536
7/13/12,,,697,,,,0,25900,39.85089038,2072,5.880368533,673,,0,573376,518
7/14/12,,,696,,,,0,29950,32.66015061,2100,5.882326542,678,,0,502535,599
7/15/12,,,774,,,,0,32400,36.36755582,2262,5.882326542,744,,0,551797,648
7/16/12,,,989,,,,0,29500,103.2462325,2706,6.042119725,977,,0,995878,590
7/17/12,,,1144,,,,0,32950,70.92955894,3017,6.170638402,1194,,0,974059,659
7/18/12,,,947,,,,0,32850,38.872998,2628,6.170638402,962,,0,729841,657
7/19/12,,,958,,,,0,31000,42.68259189,2607,6.376905524,1013,,0,606276,620
7/20/12,,,860,,,,0,30250,48.80917838,2343,6.688393932,909,,0,577604,605
7/21/12,,,797,,,,0,32400,37.16163708,2197,6.688393932,877,,0,571328,648
7/22/12,,,685,,,,0,29500,32.55681572,2074,6.745792942,766,,0,530687,590
7/23/12,,,1012,,,,0,32050,56.79869348,2874,7.14603468,952,,0,694731,641
7/24/12,,,1156,,,,0,34800,70.52512549,2695,7.14603468,1094,,0,727966,696
7/25/12,,,1049,,,,0,33950,60.72001439,2986,7.279174006,1006,,0,1097843,679
7/26/12,,,682,,,,0,26400,34.2905319,2495,8.367677953,629,,0,483695,528
7/27/12,,,1036,,,,0,32800,49.25599465,2866,8.367677953,975,,0,780802,656
7/28/12,,,845,,,,0,32400,46.73070976,2410,8.367677953,827,,0,638623,648
7/29/12,,,997,,,,0,32950,53.23193215,2720,8.794363204,975,,0,799309,659
7/30/12,,,963,,,,0,37350,82.35098274,2706,8.879855695,972,,0,1074355,747
7/31/12,,,1442,,,,0,30450,515.9876872,4785,8.879855695,1411,,0,5603742,609
8/1/12,,,1735,,,,0,30150,109.6593196,3580,10.14558787,1748,,0.1,939636,603
8/2/12,,,1263,,,,0,31150,67.72450204,3099,10.4311494,1287,,0,880825,623
8/3/12,,,932,,,,0,28450,58.27527401,2471,10.4311494,966,,0,812802,569
8/4/12,,,1028,,,,0,26550,177.2921556,3121,10.48680834,1053,,0.01,1689172,531
8/5/12,,,1347,,,,0,24550,150.5403586,3753,10.57966646,1336,,0.1,949572,491
8/6/12,,,711,,,,0,24150,41.42754044,2331,10.57966646,696,,0,536148,483
8/7/12,,,606,,,,0,22300,31.60290042,1835,10.57966646,584,,0,424878,446
8/8/12,,,753,,,,0,25850,40.27974355,2310,10.17426054,784,,0,467364,517
8/9/12,,,748,,,,0,29000,41.7940043,2425,8.833042618,779,,0,533816,580
8/10/12,,,616,,,,0,28000,35.3564529,2235,8.833042618,650,,0,477748,560
8/11/12,,,680,,,,0,29450,29.16692863,2163,8.833042618,719,,0,513310,589
8/12/12,,,1057,,,,0,29300,81.515,2713,8.887327663,1106,,0.1,755370,586
8/13/12,,,746,,,,0,28900,35.28221264,2272,8.908963946,796,,0,693036,578
8/14/12,,,637,,,,0,29150,33.74085091,2076,8.908963946,693,,0,547124,583
8/15/12,,,833,,,,0,30750,46.2855548,2384,8.959581921,886,,0,622272,615
8/16/12,,,946,,,,0,26700,46.74264732,2451,9.082874866,962,,0.0005,582927,534
8/17/12,,,682,,,,0,27500,29.12550087,2321,9.082874866,688,,0,474904,550
8/18/12,,,616,,,,0,25200,24.35686882,1950,9.082874866,610,,0,409762,504
8/19/12,,,1096,,,,0,28000,70.11201346,2650,8.754483396,1096,,0.1,711969,560
8/20/12,,,839,,,,0,30350,40.31430017,2616,8.491559035,834,,0,549710,607
8/21/12,,,824,,,,0,28850,41.63632746,2349,8.491559035,818,,0,507906,577
