date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-06-11,8991,236612,6035858058.496004029518,0.0227890921218949,0.7303155681317535193395223491,0.000625,0.020029197637224375,2166.9236135,69442.7861112958476564465,0,0,176.35566081,,0.004045034073641147,32.046716219559,,54.09046964987606,188345602,109923,42751,1067987.27713047,34225485.19629968561600886273,26.37371123,845.19083944440634394757,4.607616,147.658962400699561344,1127502.5288069,36132753.5775098708627141571,,0.055094480115004084,
2019-06-12,9315,236369,6582339408.0772607425702,0.0143640008021999,0.5019959454002742693822822195,0.000625,0.0218426238062531875,1165.27956508,40724.421070650829622981908,0,0,146.22569644,,0.004289829909409702,34.9481980900051,,49.103207528689026,188345602,88566,38560,1288047.22138348,45014929.44219051193438225575,35.78582974,1250.650266568715704331674,5.01,175.090472430925551,1379901.59490278,48225074.28337632722982420418,,0.05322470716303636,
2019-06-13,11508,230845,6598000694.510330455819,0.0137713272911352,0.4824281855609196405953055444,0.000625,0.0218945937164434375,1284.53432441,44998.971436452963355264895,0,0,59.50763802,,0.004255107176315349,35.0313499463095,,48.55695288337188,188345602,98700,46279,3165066.00277325,110876534.7463167151656028209,68.6997211,2406.64397106796262428045,5.85166274,204.99164521272030165803,3179354.39272744,111377076.3349712782212673827,,0.053246205743392214,
2019-06-14,11431,235056,6142543652.0964212215788,0.0457154146116173,1.490923742544016651316408561,0.000625,0.020383219686543375,4256.88226239,138830.346134472238094185866,0,0,43.27233822,,0.003749497981669338,32.6131514984694,,20.832182727788712,188345602,100362,45813,4352563.54881853,141950814.424334331129473358,94.89074928,3094.686382071916139152032,5.001,163.0983706438454694,4347229.89661902,141776867.217111566961764928,,0.05021635799509814,
2019-06-15,11145,228529,6196024640.9444707957076,0.0273736829182315,0.9005148624323233377723873947,0.000625,0.020560689283258625,2276.14910833,74878.711325982889744850954,0,0,47.42844152,,0.0037169411442383553,32.8971028532138,,25.046153666041803,188345602,86920,41416,3971153.08809557,130639431.5849375687138960429,95.70054323,3148.270613745743611332574,5.001,164.5184113689222138,3963533.69825203,130388775.733575900730727874,,0.049853708837145336,
2019-06-16,11769,228794,6090611933.531803701142,0.0255609972195186,0.8265768515166775096860194406,0.000625,0.020210891138606875,2259.84776418,73077.65944266579351796278,0,0,47.7236748,,0.0035852724483665405,32.337425821771,,26.544453433698408,188345602,92488,44557,3946586.31775323,127622442.2995614285591395703,88.43908808,2859.89245053207185058968,5.00075,161.71138217822132825,3940580.44777693,127428227.924707625755345543,,0.049599617381769615,
2019-06-17,14593,235086,6376395511.0764345574638,0.0381604616224174,1.291913342313067996804168527,0.000625,0.0211592261890074375,4332.853294,146687.7166264511074597986,0,0,34.77982825,,0.003624484797953181,33.8547619024119,,17.334950444827257,188345602,125098,59332,5415368.94977941,183336026.408496311442451959,91.18751465,3087.131596948447001584335,5.0006,169.29412236920094714,5410337.6189325,183165691.9006219129748532968,,0.04537205335917453,0.05188679291294652
2019-06-18,11975,230929,6463372574.8027295840424,0.104495618262628,3.585929833741087665783057634,0.000625,0.02144784808541325,9284.01770016,318595.522008511008813105792,0,0,45.64214833,,0.0037930864845119863,34.3165569366612,,16.78284130653787,188345602,96923,43222,4126571.79603234,141609735.9917640637788468232,95.22132918,3267.668164390028535333816,5.00075,171.6085221010084959,4115656.2899731,141235153.4065896839973518137,,0.04533383885202394,0.050383743291321836
2019-06-19,10491,232874,6637400181.4718014300744,0.0813415088314713,2.866518462582406067052220824,0.000625,0.02202533570929825,6229.70213688,219538.049493943485616391136,0,0,42.94480222,,0.003795403965517248,35.2405371348772,,20.034586423185587,188345602,82541,41455,4385760.14462798,154556543.2414267286042769841,105.60124482,3721.444589568468557836104,5.001,176.2379262115208772,4377699.60419985,154272485.4671420343750340084,,0.04548416410486606,0.05039621915306139
2019-06-20,11673,234809,6916627819.1326054164046,0.112185119369372,4.119781451137417406900976276,0.000625,0.0229519157392264375,9209.27644903,338192.859323806422110555569,0,0,31.84436209,,0.0038466683883002545,36.7230651827623,,12.937479138186427,188345602,95773,47862,5914566.65023196,217201016.6242603366570885431,123.35763848,4530.070598692666931173304,5.001,183.6520489789942623,5904143.29299547,216818238.9970414972729759868,,0.042294680129738756,0.05037834539617667
2019-06-21,18288,235882,7294824724.5865347807996,0.0239045297276887,0.9258477640861364750070788143,0.000625,0.024206912210599875,2146.9136239,83152.23938798102020661922,0,0,27.56426994,,0.0038410385388661645,38.7310595369598,,23.56558337523506,188345602,103787,56579,6832961.74444972,264647848.1380507995608527613,120.738516,4676.3306516001734036568,5.0004,193.67079010861378392,6831264.49678533,264582111.9377123445054214397,,0.0424931875334516,0.05065776729262236
2019-06-22,8524,237093,7128637079.2629835084484,0.0313828436998982,1.187799985113584055902960744,0.000625,0.023655440462790125,2133.34294903,80744.267387987637199139726,0,0,93.31821045,,0.0035421299941554778,37.8487047404642,,19.448986839214637,188345602,79078,37088,2018315.62243145,76390632.06647417405200567909,54.31469707,2055.740932470185994179894,4.999875,189.238792614228441975,2014423.48482385,76243319.69935486494170423117,,0.04283802280804296,0.05031921383556405
2019-06-23,8660,237208,6988479300.0258053519126,0.0304797470052261,1.130937376578860239419908915,0.000625,0.0231903453870726875,2128.12641565,78963.178570042416472620095,0,0,125.28059042,,0.0034373802542372847,37.1045526193163,,8.843353001268369,188345602,77769,39298,1503390.12107957,55782617.85495720844619129799,38.11908507,1414.391597780009364937641,5,185.5227630965815,1498003.80503055,55582761.00769207798104161296,,0.0411383808503605,0.05044963953251172
2019-06-24,8874,236297,7036538431.6331304785782,0.0652736870116432,2.438606489106231861766883713,0.000625,0.0233498232667556875,5198.20061255,194203.304973093850901914205,0,0,134.77016771,,0.003395039509359328,37.3597172268091,,5.974943151671335,188345602,90324,41603,1397531.85145577,52211394.78584654666710688351,33.34787865,1245.867316477944393515715,4.9,183.06261441136459,1387371.79535599,51831817.96295024892490627151,,0.040737339132766066,0.049862626383272685
